ParticipantNo: 22009
Time for Trials (seconds): 60
Controller type: Arrows Only
Repetition?: Full
DSPType: 2
Encoding Tours: 0
!!1_dsp2_19
!!1_dsp2_19
0.02:  153.75,69.3,280.517,
0.03:  153.75,69.3,280.517,
0.05:  153.75,69.3,280.517,box 7,3
0.07:  153.75,69.3,280.517,box 7,3
0.08:  153.75,69.3,280.517,box 7,3
0.1:  153.75,69.3,280.517,box 7,3
0.12:  153.75,69.3,280.517,box 7,3
0.13:  153.75,69.3,280.517,box 7,3
0.15:  153.75,69.3,280.517,box 7,3
0.17:  153.75,69.3,280.517,box 7,3
0.18:  153.75,69.3,280.517,box 7,3
0.2:  153.75,69.3,280.517,box 7,3
0.23:  153.75,69.3,280.517,box 7,3
0.24:  153.75,69.3,280.517,box 7,3
0.25:  153.75,69.3,280.517,box 7,3
0.27:  153.75,69.3,280.517,box 7,3
0.28:  153.75,69.3,280.517,box 7,3
0.3:  153.75,69.3,280.517,box 7,3
0.32:  153.75,69.3,280.517,box 7,3
0.33:  153.75,69.3,280.517,box 7,3
0.35:  153.75,69.3,280.517,box 7,3
0.37:  153.75,69.3,280.517,box 7,3
0.38:  153.75,69.3,280.517,box 7,3
0.4:  153.75,69.3,280.517,box 7,3
0.42:  153.75,69.3,280.517,box 7,3
0.43:  153.75,69.3,280.517,box 7,3
0.45:  153.75,69.3,280.517,box 7,3
0.47:  153.75,69.3,280.517,box 7,3
0.48:  153.75,69.3,280.517,box 7,3
0.5:  153.75,69.3,280.517,box 7,3
0.52:  153.75,69.3,280.517,box 7,3
0.53:  153.75,69.3,280.517,box 7,3
0.55:  153.75,69.3,280.517,box 7,3
0.57:  153.75,69.3,280.517,box 7,3
0.58:  153.75,69.3,280.517,box 7,3
0.6:  153.75,69.3,280.517,box 7,3
0.62:  153.75,69.3,280.517,box 7,3
0.63:  153.75,69.3,280.517,box 7,3
0.65:  153.75,69.3,280.517,box 7,3
0.67:  153.75,69.3,280.517,box 7,3
0.68:  153.75,69.3,280.517,box 7,3
0.7:  153.75,69.3,280.517,box 7,3
0.72:  153.75,69.3,280.517,box 7,3
0.73:  153.75,69.3,280.517,box 7,3
0.75:  153.75,69.3,280.517,box 7,3
0.77:  153.75,69.3,280.517,box 7,3
0.78:  153.75,69.3,280.517,box 7,3
0.8:  153.75,69.3,280.517,box 7,3
0.82:  153.75,69.3,280.517,box 7,3
0.83:  153.75,69.3,280.517,box 7,3
0.85:  153.75,69.3,280.517,box 7,3
0.87:  153.75,69.3,280.517,box 7,3
0.88:  153.75,69.3,280.517,box 7,3
0.9:  153.75,69.3,280.517,box 7,3
0.92:  153.75,69.3,280.517,box 7,3
0.93:  153.75,69.3,280.517,box 7,3
0.95:  153.75,69.3,280.517,box 7,3
0.97:  153.75,69.3,280.517,box 7,3
0.98:  153.75,69.3,280.517,box 7,3
1:  153.75,69.3,280.517,box 7,3
1.02:  153.75,69.3,280.517,box 7,3
1.03:  153.75,69.3,280.517,box 7,3
1.05:  153.75,69.3,280.517,box 7,3
1.07:  153.75,69.3,280.517,box 7,3
1.08:  153.75,69.3,280.517,box 7,3
1.1:  153.75,69.3,280.517,box 7,3
1.12:  153.75,69.3,280.517,box 7,3
1.13:  153.75,69.3,280.517,box 7,3
1.15:  153.75,69.3,280.517,box 7,3
1.17:  153.75,69.3,280.517,box 7,3
1.18:  153.75,69.3,280.517,box 7,3
1.2:  153.75,69.3,280.517,box 7,3
1.22:  153.75,69.3,280.517,box 7,3
1.23:  153.75,69.3,280.517,box 7,3
1.25:  153.75,69.3,280.517,box 7,3
1.27:  153.75,69.3,280.517,box 7,3
1.28:  153.75,69.3,280.517,box 7,3
1.3:  153.75,69.3,280.517,box 7,3
1.32:  153.75,69.3,280.517,box 7,3
1.33:  153.75,69.3,280.517,box 7,3
1.35:  153.75,69.3,280.517,box 7,3
1.37:  153.75,69.3,280.517,box 7,3
1.38:  153.75,69.3,280.517,box 7,3
1.4:  153.75,69.3,280.517,box 7,3
1.42:  153.75,69.3,280.517,box 7,3
1.43:  153.75,69.3,280.517,box 7,3
1.45:  153.75,69.3,280.517,box 7,3
1.47:  153.75,69.3,280.517,box 7,3
1.48:  153.75,69.3,280.517,box 7,3
1.5:  153.75,69.3,280.517,box 7,3
1.52:  153.75,69.3,280.517,box 7,3
1.53:  153.75,69.3,280.517,box 7,3
1.55:  153.75,69.3,280.517,box 7,3
1.57:  153.75,69.3,280.517,box 7,3
1.58:  153.75,69.3,280.517,box 7,3
1.6:  153.75,69.3,280.517,box 7,3
1.62:  153.75,69.3,280.517,box 7,3
1.63:  153.75,69.3,280.517,box 7,3
1.65:  153.75,69.3,280.517,box 7,3
1.67:  153.75,69.3,280.517,box 7,3
1.68:  153.75,69.3,280.517,box 7,3
1.7:  153.75,69.3,280.517,box 7,3
1.72:  153.75,69.3,280.517,box 7,3
1.73:  153.75,69.3,280.517,box 7,3
1.75:  153.75,69.3,280.517,box 7,3
1.77:  153.75,69.3,280.517,box 7,3
1.78:  153.75,69.3,280.517,box 7,3
1.8:  153.75,69.3,280.517,box 7,3
1.82:  153.75,69.3,280.517,box 7,3
1.83:  153.75,69.3,280.517,box 7,3
1.85:  153.75,69.3,280.517,box 7,3
1.87:  153.75,69.3,280.517,box 7,3
1.88:  153.75,69.3,280.517,box 7,3
1.9:  153.75,69.3,280.517,box 7,3
1.92:  153.75,69.3,280.517,box 7,3
1.93:  153.75,69.3,280.517,box 7,3
1.95:  153.75,69.3,280.517,box 7,3
1.97:  153.75,69.3,280.517,box 7,3
1.98:  153.75,69.3,280.517,box 7,3
2:  153.75,69.3,280.517,box 7,3
2.02:  153.75,69.3,280.517,box 7,3
2.03:  153.7378,69.30227,280.517,box 7,3
2.05:  153.7132,69.30682,280.517,box 7,3
2.07:  153.6761,69.31373,280.517,box 7,3
2.08:  153.6266,69.32291,280.517,box 7,3
2.1:  153.5676,69.33386,280.517,box 7,3
2.12:  153.4863,69.34896,280.517,box 7,3
2.13:  153.4067,69.36373,280.517,box 7,3
2.15:  153.3089,69.38189,280.517,box 7,3
2.17:  153.1988,69.40234,280.517,box 7,3
2.18:  153.076,69.42512,280.517,box 7,3
2.2:  152.941,69.45019,280.517,box 7,3
2.22:  152.7948,69.47734,280.517,box 7,3
2.23:  152.6344,69.50712,280.517,box 7,3
2.25:  152.4616,69.53919,280.517,box 7,3
2.27:  152.2764,69.57357,280.517,box 7,3
2.28:  152.081,69.60984,280.517,box 7,3
2.3:  151.8715,69.64874,280.517,box 7,3
2.32:  151.6485,69.69014,280.517,box 7,3
2.33:  151.4166,69.73318,280.517,box 7,3
2.35:  151.1696,69.77903,280.517,box 7,3
2.37:  150.9254,69.82439,280.517,box 7,3
2.38:  150.6812,69.86972,280.517,box 7,3
2.4:  150.4327,69.91585,280.517,box 7,3
2.42:  150.1884,69.9612,280.517,box 7,3
2.43:  149.9435,70.00667,280.517,box 7,3
2.45:  149.6966,70.0525,280.517,box 7,3
2.47:  149.4514,70.09802,280.517,box 7,3
2.48:  149.2073,70.14333,280.517,box 7,3
2.5:  148.9608,70.1891,280.517,box 7,3
2.52:  148.7162,70.2345,280.517,box 7,3
2.53:  148.4658,70.28099,280.517,box 7,3
2.55:  148.2227,70.32612,280.517,box 7,3
2.57:  147.9727,70.37253,280.517,box 7,3
2.58:  147.7311,70.41739,280.517,box 7,3
2.6:  147.467,70.46642,280.517,box 7,3
2.62:  147.2376,70.509,280.517,box 7,3
2.63:  146.9936,70.55431,280.517,box 7,3
2.65:  146.7295,70.60332,280.517,box 7,3
2.67:  146.502,70.64556,280.517,box 7,3
2.68:  146.2561,70.69122,280.517,box 7,3
2.7:  146.0085,70.73718,280.517,box 7,3
2.72:  145.7478,70.78558,280.517,box 7,3
2.73:  145.5071,70.83025,280.517,box 7,3
2.75:  145.2722,70.87386,280.517,box 7,3
