onset	duration	trial_type
0.0	11.704807399772108	scenes
13.989008000120634	25.68818169971928	objects
41.998911699745804	53.704798999708146	scrambled
56.00345150008798	67.70466930000111	faces
69.9979113000445	81.70494619989768	objects
83.98937049973756	95.70482710003853	faces
111.9914735998027	123.67218599980697	scrambled
125.99989839969203	137.70526909967884	scenes
139.99260749993834	151.73863129969686	faces
153.99044949980453	165.6886002998799	scenes
167.99047160008934	179.67227629991248	scrambled
195.99978299997747	207.68902239995077	objects
223.98996539972734	235.709152800031	objects
237.9986964999698	249.7065785001032	scrambled
251.99023679969832	263.68928809976205	scenes
265.9909039000049	277.70722329989076	faces
