onset	duration	trial_type
0.0	11.756304000038654	objects
14.006529700011015	25.755949100013822	faces
42.00238920003176	53.73680330009665	scrambled
55.995090900105424	67.70502990006935	scenes
69.9960335000651	81.73852910008281	scrambled
85.99228800006674	97.72537500003818	scenes
99.9939098000759	111.72242570004892	faces
128.0008421000093	139.73577040003147	objects
155.9824840000365	167.72471680003218	scenes
169.98992200009525	181.7246130000567	scrambled
184.00092010002118	195.70655050000641	objects
197.98347630002536	209.72036560007837	faces
211.99660910002422	223.73902810004074	scrambled
225.99167970009148	237.75636640004814	objects
254.00170980009716	265.7393421001034	faces
268.00219600007404	279.74035269999877	scenes
