onset	duration	trial_type
0.0	11.712719700008165	scrambled
21.493609500001185	33.24620210001012	objects
61.19692390004636	72.94548490003217	scenes
82.10092759999677	93.8286171000218	faces
115.2558192000142	126.96223410003586	scenes
130.9963233000017	142.71269800001755	scrambled
147.1321339000133	158.84610060002888	faces
163.4999069000478	175.2126210000133	objects
180.92777330003452	192.61297200003173	scrambled
196.66118740005186	208.3297459000023	scenes
224.27157500002068	235.94670040003257	faces
239.81401140004164	251.51303900004132	objects
255.77463719999645	267.4635600000038	scrambled
271.1936582000344	282.86369560001185	objects
285.94733320001984	297.63018760003615	scenes
301.4169686000096	313.0803829000215	faces
