onset	duration	trial_type
0.0	11.633169000037014	objects
14.000349500100185	25.698673600098118	faces
27.983948500012048	39.63292180001736	scrambled
42.00055710005114	53.66642140003387	scenes
55.98394000006368	67.617442100076	scenes
83.98383300006395	95.61682039999869	faces
97.98391650000121	109.63286300003529	objects
111.98433640005533	123.60006480000447	scrambled
125.98460910003632	137.64973440009635	scenes
139.99393920006696	151.633014800027	faces
167.98626300005708	179.6334932000609	objects
181.9845626000316	193.63330740004312	scrambled
195.98455290007405	207.6173676000908	objects
209.9846573000541	221.6006589999888	scenes
223.98550740000792	235.61735640000552	scrambled
251.98511930007953	263.6177130000433	faces
