onset	duration	trial_type
0.0	11.68839760008268	scenes
13.990166700095898	25.705240200040862	objects
29.995073900092336	41.70520540000871	faces
44.00053590000604	55.695473200059496	scrambled
57.99739380006213	69.70601920003537	scrambled
71.98996940010693	83.65566920000128	faces
99.98987240006682	111.65597340010572	objects
113.97546400001744	125.68908930011094	scenes
127.99042800010648	139.67268630000763	scrambled
141.97366630006582	153.68943950009998	faces
155.97932070004754	167.63973390008323	scenes
183.98813100007828	195.70644050010014	objects
197.9769280001056	209.6732879000483	faces
211.97691850003315	223.6568787000142	scrambled
239.98237820004584	251.72331350005697	scenes
253.98522200004663	265.63993100007065	objects
