trial_type	onset	duration	response_time	same_or_diff	response	correct	env_type	vid_file
response	148.33453270001337	9.998786199983414	1.0528893999871798	same	same	True		
response	321.70234070002334	10.013861599989525	1.21934919999336	same	same	True		
