block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,repeat_response.rt,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.411920000100508,None,return,61.12731759995222,10.411920000100508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
,,,,,,,,,,,,,,,,,71.59203829988837,None,71.59203829988837,None,return,7.814617000054568,71.59203829988837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,79.42128199990839,None,80.43552950001322,None,y,3.1294943999964744,80.43552950001322,None,83.58409380004741,None,b,1.6157275000587106,83.58409380004741,None,85.2180186000187,None,n,0,1.7994049999397248,85.2180186000187,None,,,,,,,,,,,,,,,,,,,,,,,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.03370400005952,None,y,35.17029340006411,87.03370400005952,None,,,,,,,,,,,,,,,,,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
null_block,null_block,null_block.bmp,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,16.978462000144646,122.30158239998855,None,122.30158239998855,None,2022-05-12-14:01:14.898870,139.31927702003156,None,139.31927702003156,None,None,139.31927702003156,None,139.32213200000115,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block_start,scenes,scenes060.bmp,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.9458973999135196,151.33423759997822,None,151.33423759997822,None,2022-05-12-14:01:28.903825,153.32151259994134,153.6342398999259,153.32151259994134,None,None,153.32151259994134,None,154.11709830996114,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes037.bmp,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,154.11709830996114,None,154.11709830996114,None,2022-05-12-14:01:29.710967,154.12520350003615,154.43390149995685,154.12520350003615,None,None,154.12520350003615,None,154.92361311002168,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes010.bmp,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,154.94028832004403,None,154.94028832004403,None,2022-05-12-14:01:30.638491,155.0517651999835,155.36694140010513,155.0517651999835,None,None,155.0517651999835,None,155.78412391005548,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes049.bmp,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,155.78412391005548,None,155.78412391005548,None,2022-05-12-14:01:31.379233,155.79442339995876,156.10115749994293,155.79442339995876,None,None,155.79442339995876,None,156.59061761007177,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes020.bmp,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,156.59061761007177,None,156.59061761007177,None,2022-05-12-14:01:32.189683,156.6058082000818,156.91714489995502,156.6058082000818,None,None,156.6058082000818,None,157.40033170992973,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes050.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,157.40033170992973,None,157.40033170992973,None,2022-05-12-14:01:32.994449,157.4086501998827,157.71751530002803,157.4086501998827,None,None,157.4086501998827,None,158.21722440996672,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes082.bmp,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,158.21722440996672,None,158.21722440996672,None,2022-05-12-14:01:33.812811,158.22742499993183,158.53408839995973,158.22742499993183,None,None,158.22742499993183,None,159.03406471007037,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes065.bmp,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,159.03406471007037,None,159.03406471007037,None,2022-05-12-14:01:34.629176,159.04352389997803,159.3507840000093,159.04352389997803,None,None,159.04352389997803,None,159.8506349100964,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes043.bmp,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,159.8506349100964,None,159.8506349100964,None,2022-05-12-14:01:35.446223,159.86082220007665,160.16948350006714,159.86082220007665,None,None,159.86082220007665,None,160.6679702100111,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes014.bmp,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,160.6679702100111,None,160.6679702100111,None,2022-05-12-14:01:36.264254,160.68072649999522,160.98380600009114,160.68072649999522,None,None,160.68072649999522,None,161.4841759099392,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes008.bmp,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,161.4841759099392,None,161.4841759099392,None,2022-05-12-14:01:37.079475,161.49475140008144,161.8006269999314,161.49475140008144,None,None,161.49475140008144,None,162.30176551004405,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes005.bmp,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,162.30176551004405,None,162.30176551004405,None,2022-05-12-14:01:37.897277,162.31050299992785,162.61786430003121,162.31050299992785,None,None,162.31050299992785,None,163.1184862099355,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes036.bmp,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,163.1184862099355,None,163.1184862099355,None,2022-05-12-14:01:38.712607,163.122415299993,163.4337112000212,163.122415299993,None,None,163.122415299993,None,163.93518611013423,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,scenes,scenes054.bmp,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,163.93518611013423,None,163.93518611013423,None,2022-05-12-14:01:39.531257,163.94638430001214,164.25068580009975,163.94638430001214,None,None,163.94638430001214,None,164.75113200994673,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block_end,scenes,scenes009.bmp,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,164.75113200994673,None,164.75113200994673,None,2022-05-12-14:01:40.346422,164.7619560000021,165.06723479996435,164.7619560000021,None,None,164.7619560000021,None,165.5670532099204,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block_start,objects,objects083.bmp,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.7128315998706967,165.5670332000591,None,165.5670332000591,None,2022-05-12-14:01:42.897537,167.31308820005506,167.61742040002719,167.31308820005506,None,None,167.31308820005506,None,168.12058261006604,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects068.bmp,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,168.12058261006604,None,168.12058261006604,None,2022-05-12-14:01:43.719825,168.1368593000807,168.45062280003913,168.1368593000807,None,None,168.1368593000807,None,168.93428660992066,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects011.bmp,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,168.93428660992066,None,168.93428660992066,None,2022-05-12-14:01:44.529393,168.94542160001583,169.25055149989203,168.94542160001583,None,None,168.94542160001583,None,169.7507893100148,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects046.bmp,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,169.7507893100148,None,169.7507893100148,None,2022-05-12-14:01:45.345693,169.76044140011072,170.07237270008773,169.76044140011072,None,None,169.76044140011072,None,170.5563831100473,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects066.bmp,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,170.5563831100473,None,170.5563831100473,None,2022-05-12-14:01:46.158383,170.5794110998977,170.88402309990488,170.5794110998977,None,None,170.5794110998977,None,171.36747061011846,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects060.bmp,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,171.36747061011846,None,171.36747061011846,None,2022-05-12-14:01:46.962582,171.3771798000671,171.68399509997107,171.3771798000671,None,None,171.3771798000671,None,172.18431351000908,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects029.bmp,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,172.18431351000908,None,172.18431351000908,None,2022-05-12-14:01:47.779416,172.19520070008002,172.50115399993956,172.19520070008002,None,None,172.19520070008002,None,173.00078861012588,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects088.bmp,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,173.00078861012588,None,173.00078861012588,None,2022-05-12-14:01:48.595901,173.01083689997904,173.31799879996106,173.01083689997904,None,None,173.01083689997904,None,173.81747891001868,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects047.bmp,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,173.81747891001868,None,173.81747891001868,None,2022-05-12-14:01:49.412525,173.82706440007314,174.1342029001098,173.82706440007314,None,None,173.82706440007314,None,174.63460811011026,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects042.bmp,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,174.63460811011026,None,174.63460811011026,None,2022-05-12-14:01:50.230901,174.6466969999019,174.95057910005562,174.6466969999019,None,None,174.6466969999019,None,175.45068440998438,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects023.bmp,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,175.45068440998438,None,175.45068440998438,None,2022-05-12-14:01:51.046499,175.4607903000433,175.76725929998793,175.4607903000433,None,None,175.4607903000433,None,176.26815701012964,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects081.bmp,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,176.26815701012964,None,176.26815701012964,None,2022-05-12-14:01:51.864355,176.2758798999712,176.5838951000478,176.2758798999712,None,None,176.2758798999712,None,177.08426931004504,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects065.bmp,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,177.08426931004504,None,177.08426931004504,None,2022-05-12-14:01:52.679376,177.09458380006254,177.4006517000962,177.09458380006254,None,None,177.09458380006254,None,177.90088221004697,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block,objects,objects073.bmp,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,177.90088221004697,None,177.90088221004697,None,2022-05-12-14:01:53.496198,177.91071449988522,178.21731500001624,177.91071449988522,None,None,177.91071449988522,None,178.71865171000826,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
block_end,objects,objects030.bmp,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,178.71865171000826,None,178.71865171000826,None,2022-05-12-14:01:54.314741,178.73156220000237,179.03396099992096,178.73156220000237,None,None,178.73156220000237,None,179.53398610993753,None,,,,12015,0001,2022_May_12_1359,localizer,2021.1.3,60.2910490223374,
