Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,12.653480799868703,None,12.653480799868703,None,return,0.9203647999092937,12.653480799868703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,0001,2021_Sep_03_1028,localizer,2021.1.3,60.0092053005519,
0,0,0,0,,,,,,,,,13.594268799759448,None,14.593808799982071,None,y,0.9363302001729608,14.593808799982071,None,15.560448199976236,None,b,0.17818550020456314,15.560448199976236,None,15.759809099603444,None,n,0,1.3670178996399045,15.759809099603444,None,,,,,,,test,0001,2021_Sep_03_1028,localizer,2021.1.3,60.0092053005519,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.143685799557716,None,b,10.23928469978273,17.143685799557716,None,test,0001,2021_Sep_03_1028,localizer,2021.1.3,60.0092053005519,
