block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
block,faces,faces002.bmp,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,345.2441577700432,None,345.2441577700432,None,2021-07-29-12:38:34.707694,345.2511461999966,345.55877859995235,345.2511461999966,None,None,345.2511461999966,None,346.0585990700405,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces086.bmp,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,346.0585990700405,None,346.0585990700405,None,2021-07-29-12:38:35.523128,346.059529799968,346.35888119996525,346.059529799968,None,None,346.059529799968,None,346.8589372699847,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces047.bmp,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,346.8589372699847,None,346.8589372699847,None,2021-07-29-12:38:36.325456,346.8601066999836,347.1584859000286,346.8601066999836,346.8601066999836,None,346.8601066999836,346.8601066999836,347.6597423699917,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces053.bmp,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,347.6597423699917,None,347.6597423699917,None,2021-07-29-12:38:37.126745,347.6715029999614,347.9763964000158,347.6715029999614,347.6715029999614,None,347.6715029999614,347.6715029999614,348.4756117700366,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces082.bmp,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,348.4756117700366,None,348.4756117700366,None,2021-07-29-12:38:37.940142,348.48310680000577,348.79272849997506,348.48310680000577,None,None,348.48310680000577,None,349.29223336998837,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces065.bmp,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,349.29223336998837,None,349.29223336998837,None,2021-07-29-12:38:38.756564,349.2930852000136,349.59456769993994,349.2930852000136,None,None,349.2930852000136,None,350.09242636999113,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces025.bmp,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,350.09242636999113,None,350.09242636999113,None,2021-07-29-12:38:39.558964,350.10076910001226,350.40895740000997,350.10076910001226,350.10076910001226,None,350.10076910001226,350.10076910001226,350.9095506700454,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces026.bmp,,,,,0,240,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,350.9095506700454,None,350.9095506700454,None,2021-07-29-12:38:40.376010,350.952002099948,351.25894820003305,350.952002099948,None,None,350.952002099948,None,351.72528957002794,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces033.bmp,,,,,0,241,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,351.72528957002794,None,351.72528957002794,None,2021-07-29-12:38:41.189819,351.7401850000024,352.045411100029,351.7401850000024,None,None,351.7401850000024,None,352.5423300700262,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block,faces,faces074.bmp,,,,,0,242,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,352.5423300700262,None,352.5423300700262,None,2021-07-29-12:38:42.006853,352.5432046999922,352.8424725999357,352.5432046999922,None,None,352.5432046999922,None,353.3424378699623,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
block_end,faces,faces013.bmp,,,,,0,243,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,353.3424378699623,None,353.3424378699623,None,2021-07-29-12:38:42.808402,353.3507190999808,353.6587278000079,353.3507190999808,353.3507190999808,None,353.3507190999808,353.3507190999808,354.15896607001775,None,,,12003,0001,2021_Jul_29_1232,localizer,2021.1.3,61.80828797918395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1586801999947,None,,,,,,,
