block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,repeat_response.rt,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,41.13841949997004,None,41.13841949997004,None,return,1.0031515000155196,41.13841949997004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
,,,0,0,0,0,,,,,,,,,,,,,42.16140230000019,None,43.169059699983336,None,y,15.086395899998024,43.169059699983336,None,58.28584939998109,None,b,3.482146999973338,58.28584939998109,None,61.78738469997188,None,n,0,2.472745999984909,61.78738469997188,None,,,,,,,,,,,,,,,,,,,,,,,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.28620339999907,None,y,46.15933530003531,64.28620339999907,None,,,,,,,,,,,,,,,,,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block_start,scrambled,scrambled004.bmp,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,2.941015899996273,110.55910019995645,None,110.55910019995645,None,2021-09-07-10:00:30.291873,113.55683719995432,113.86949099996127,113.55683719995432,None,None,113.55683719995432,None,114.33616728998604,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block,scrambled,scrambled024.bmp,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,114.33616728998604,None,114.33616728998604,None,2021-09-07-10:00:31.116346,114.37498079997022,114.68611059995601,114.37498079997022,None,None,114.37498079997022,None,115.1528897900076,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block,scrambled,scrambled060.bmp,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,115.1528897900076,None,115.1528897900076,None,2021-09-07-10:00:31.929293,115.17702429997735,115.48613439995097,115.17702429997735,None,None,115.17702429997735,None,115.9695094900031,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block,scrambled,scrambled006.bmp,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,115.9695094900031,None,115.9695094900031,None,2021-09-07-10:00:32.745627,116.00298729998758,116.30284449999453,116.00298729998758,None,None,116.00298729998758,None,116.7861811899871,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block,scrambled,scrambled030.bmp,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,116.7861811899871,None,116.7861811899871,None,2021-09-07-10:00:33.562590,116.80939169996418,117.11951839999529,116.80939169996418,None,None,116.80939169996418,None,117.60268838999909,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block,scrambled,scrambled072.bmp,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,117.60268838999909,None,117.60268838999909,None,2021-09-07-10:00:34.374212,117.62064829998417,117.91951029998017,117.62064829998417,None,None,117.62064829998417,None,118.41953318996238,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
block,scrambled,scrambled047.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,118.41953318996238,None,118.41953318996238,None,2021-09-07-10:00:35.196157,118.44246319995727,118.7528565999819,118.44246319995727,None,None,118.44246319995727,None,119.23612428997293,None,,,,21001,0001,2021_Sep_07_0959,localizer,2021.1.3,59.99757608645396,
