Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,16.58096239902079,None,return,0.4822827000170946,16.58096239902079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22050,0001,2023_Mar_14_1043,localizer,2021.1.3,59.36874413164178,
,,,,,,,,,,17.116176299750805,None,17.116176299750805,None,return,0.5352526009082794,17.116176299750805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,22050,0001,2023_Mar_14_1043,localizer,2021.1.3,59.36874413164178,
0,0,0,0,,,,,,,,,,,,,,,17.675037099048495,None,18.67442899942398,None,y,3.364293599501252,18.67442899942398,None,22.05873339995742,None,b,1.374125000089407,22.05873339995742,None,23.458941200748086,None,n,0,1.2695374991744757,23.458941200748086,None,,,,,,,22050,0001,2023_Mar_14_1043,localizer,2021.1.3,59.36874413164178,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.758963599801064,None,y,36.22470190003514,24.758963599801064,None,22050,0001,2023_Mar_14_1043,localizer,2021.1.3,59.36874413164178,
