Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,12.43508510000538,None,12.43508510000538,None,return,2.688019900000654,12.43508510000538,None,,,,,,,,,,,,,,,,,,,,,,12003,0001,2021_Jul_29_1229,localizer,2021.1.3,59.995884278937126,
0,0,0,0,,,,,,,,,15.144403900019825,None,16.164668899960816,None,y,149.15066369995475,16.164668899960816,None,165.3431236000033,None,b,1.4713874999433756,165.3431236000033,None,166.84380789997522,None,n,0,2.326023400062695,166.84380789997522,None,12003,0001,2021_Jul_29_1229,localizer,2021.1.3,59.995884278937126,
