Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,9.968320799991488,None,9.968320799991488,None,return,4.264666200149804,9.968320799991488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,0001,2021_Sep_03_1028,localizer,2021.1.3,59.96595131093479,
0,0,0,0,,,,,,,,,14.259554000105709,None,15.259927600156516,None,y,0.9528349000029266,15.259927600156516,None,16.24308960000053,None,b,0.2791515998542309,16.24308960000053,None,16.54312749998644,None,n,0,1.9607613002881408,16.54312749998644,None,,,,,,,test,0001,2021_Sep_03_1028,localizer,2021.1.3,59.96595131093479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.52590540004894,None,y,7.891157600097358,18.52590540004894,None,test,0001,2021_Sep_03_1028,localizer,2021.1.3,59.96595131093479,
