Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,10.06450040009804,None,return,1.0067972000688314,10.06450040009804,None,,,,,,,,,,,,,,,,,,,,,,,12005,0001,2021_Oct_15_1228,localizer,2021.1.3,61.57407983489041,
,,,,,,,,,,11.11638980009593,None,11.11638980009593,None,return,1.423047099960968,11.11638980009593,None,,,,,,,,,,,,,,,12005,0001,2021_Oct_15_1228,localizer,2021.1.3,61.57407983489041,
,,,,,,,,,,,,,,,,,,12.56328420015052,None,13.581036400049925,None,y,25.85541610000655,13.581036400049925,None,39.45855100010522,None,b,28.730992999859154,39.45855100010522,None,,,,,,,
