block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
block,objects,objects087.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,569.7315476699266,None,569.7315476699266,None,2022-08-12-12:51:24.423918,569.7412776998244,570.0478893998079,569.7412776998244,None,None,569.7412776998244,None,570.5482799699064,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects044.bmp,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,570.5482799699064,None,570.5482799699064,None,2022-08-12-12:51:25.241210,570.5578712997958,570.8644755999558,570.5578712997958,None,None,570.5578712997958,None,571.3649696697946,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects063.bmp,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,571.3649696697946,None,571.3649696697946,None,2022-08-12-12:51:26.057338,571.3739864998497,571.6816729998682,571.3739864998497,None,None,571.3739864998497,None,572.1814838698599,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects009.bmp,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,572.1814838698599,None,572.1814838698599,None,2022-08-12-12:51:26.873896,572.1903401999734,572.4979365998879,572.1903401999734,None,None,572.1903401999734,None,572.9982935699634,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects034.bmp,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,572.9982935699634,None,572.9982935699634,None,2022-08-12-12:51:27.690910,572.9988985999953,573.2978811999783,572.9988985999953,None,None,572.9988985999953,None,573.7986835699528,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects007.bmp,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,573.7986835699528,None,573.7986835699528,None,2022-08-12-12:51:28.494004,573.8012818999123,574.1151288999245,573.8012818999123,573.8012818999123,None,573.8012818999123,573.8012818999123,574.6149569698143,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects031.bmp,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,574.6149569698143,None,574.6149569698143,None,2022-08-12-12:51:29.307327,574.6155951998662,574.9146950999275,574.6155951998662,None,None,574.6155951998662,None,575.4149247698485,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,objects,objects003.bmp,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,575.4149247698485,None,575.4149247698485,None,2022-08-12-12:51:30.108294,575.4155894999858,575.7143420998473,575.4155894999858,575.4155894999858,None,575.4155894999858,575.4155894999858,576.214657969959,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block_end,objects,objects055.bmp,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,576.214657969959,None,576.214657969959,None,2022-08-12-12:51:30.908284,576.2213443999644,576.517019599909,576.2213443999644,576.2213443999644,None,576.2213443999644,576.2213443999644,577.0323333700187,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
null_block,null_block,null_block.bmp,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.8258173998910934,577.0319161999505,None,577.0319161999505,None,2022-08-12-12:51:33.574335,578.88197266981,None,578.88197266981,None,None,578.88197266981,None,578.8852503998205,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block_start,scenes,scenes037.bmp,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.9598657998722047,590.8979056999087,None,590.8979056999087,None,2022-08-12-12:51:47.574456,592.9222596997861,593.2315752999857,592.9222596997861,None,None,592.9222596997861,None,593.6982899698894,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes057.bmp,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,593.6982899698894,None,593.6982899698894,None,2022-08-12-12:51:48.390971,593.7072984999977,594.014918499859,593.7072984999977,None,None,593.7072984999977,None,594.5149629699997,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes038.bmp,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,594.5149629699997,None,594.5149629699997,None,2022-08-12-12:51:49.207336,594.5157528999262,594.8147691998165,594.5157528999262,None,None,594.5157528999262,None,595.3162838699761,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes068.bmp,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,595.3162838699761,None,595.3162838699761,None,2022-08-12-12:51:50.012807,595.3314671998378,595.6316629999783,595.3314671998378,595.3314671998378,None,595.3314671998378,595.3314671998378,596.1320873698685,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes084.bmp,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,596.1320873698685,None,596.1320873698685,None,2022-08-12-12:51:50.824450,596.1422170998994,596.4480614999775,596.1422170998994,None,None,596.1422170998994,None,596.9485374697949,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes054.bmp,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,596.9485374697949,None,596.9485374697949,None,2022-08-12-12:51:51.640904,596.9491399999242,597.2479391999077,596.9491399999242,None,None,596.9491399999242,None,597.7482207698747,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes023.bmp,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,597.7482207698747,None,597.7482207698747,None,2022-08-12-12:51:52.441592,597.7490006999578,598.0482731999364,597.7490006999578,597.7490006999578,None,597.7490006999578,597.7490006999578,598.5483597698155,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes063.bmp,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,598.5483597698155,None,598.5483597698155,None,2022-08-12-12:51:53.241727,598.5491216999944,598.8480054999236,598.5491216999944,598.5491216999944,None,598.5491216999944,598.5491216999944,599.3546825698111,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes064.bmp,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,599.3546825698111,None,599.3546825698111,None,2022-08-12-12:51:54.054795,599.3636607998051,599.6655564999674,599.3636607998051,None,None,599.3636607998051,None,600.1716527698561,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes069.bmp,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,600.1716527698561,None,600.1716527698561,None,2022-08-12-12:51:54.871962,600.1809046999551,600.4821799998172,600.1809046999551,None,None,600.1809046999551,None,600.9822412698529,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes081.bmp,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,600.9822412698529,None,600.9822412698529,None,2022-08-12-12:51:55.674789,600.9824114998337,601.2814851999283,600.9824114998337,None,None,600.9824114998337,None,601.7817986700218,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes077.bmp,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,601.7817986700218,None,601.7817986700218,None,2022-08-12-12:51:56.475165,601.7926745999139,602.0981710997876,601.7926745999139,601.7926745999139,None,601.7926745999139,601.7926745999139,602.598888769932,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes036.bmp,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,602.598888769932,None,602.598888769932,None,2022-08-12-12:51:57.291253,602.6096110998187,602.9145519000012,602.6096110998187,None,None,602.6096110998187,None,603.4151763699017,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scenes,scenes083.bmp,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,603.4151763699017,None,603.4151763699017,None,2022-08-12-12:51:58.107546,603.4251941000111,603.7314951999579,603.4251941000111,None,None,603.4251941000111,None,604.2389945699367,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block_end,scenes,scenes086.bmp,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,604.2389945699367,None,604.2389945699367,None,2022-08-12-12:51:58.937005,604.2448307999875,604.5487090998795,604.2448307999875,None,None,604.2448307999875,None,605.0485046698711,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block_start,scrambled,scrambled046.bmp,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.8086639000102878,605.0481727998704,None,605.0481727998704,None,2022-08-12-12:52:01.575764,606.8906967998482,607.1982563999481,606.8906967998482,None,None,606.8906967998482,None,607.6987491698935,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled012.bmp,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,607.6987491698935,None,607.6987491698935,None,2022-08-12-12:52:02.392139,607.6994288999122,607.9982193999458,607.6994288999122,None,None,607.6994288999122,None,608.4984613698441,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled058.bmp,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,608.4984613698441,None,608.4984613698441,None,2022-08-12-12:52:03.193029,608.5106639999431,608.8151648999192,608.5106639999431,608.5106639999431,None,608.5106639999431,608.5106639999431,609.3163582698442,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled021.bmp,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,609.3163582698442,None,609.3163582698442,None,2022-08-12-12:52:04.009840,609.3179893998895,609.6316558998078,609.3179893998895,None,None,609.3179893998895,None,610.1316997699439,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled047.bmp,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,610.1316997699439,None,610.1316997699439,None,2022-08-12-12:52:04.824320,610.1324400999583,610.4314032997936,610.1324400999583,None,None,610.1324400999583,None,610.9323876699898,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled025.bmp,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,610.9323876699898,None,610.9323876699898,None,2022-08-12-12:52:05.627976,610.9455936998129,611.2500528998207,610.9455936998129,610.9455936998129,None,610.9455936998129,610.9455936998129,611.7552575699053,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled060.bmp,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,611.7552575699053,None,611.7552575699053,None,2022-08-12-12:52:06.455578,611.7649960999843,612.0656957000028,611.7649960999843,None,None,611.7649960999843,None,612.5650618699844,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled004.bmp,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,612.5650618699844,None,612.5650618699844,None,2022-08-12-12:52:07.257436,612.5659582999069,612.8650230998173,612.5659582999069,None,None,612.5659582999069,None,613.3655505699105,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled082.bmp,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,613.3655505699105,None,613.3655505699105,None,2022-08-12-12:52:08.060136,613.3679008998442,613.6820745998994,613.3679008998442,613.3679008998442,None,613.3679008998442,613.3679008998442,614.1816960698459,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled043.bmp,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,614.1816960698459,None,614.1816960698459,None,2022-08-12-12:52:08.874068,614.1826136999298,614.4818563999142,614.1826136999298,None,None,614.1826136999298,None,614.9819347699638,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled077.bmp,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,614.9819347699638,None,614.9819347699638,None,2022-08-12-12:52:09.676298,614.9829877999146,615.2981271999888,614.9829877999146,614.9829877999146,None,614.9829877999146,614.9829877999146,615.7984667699318,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled048.bmp,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,615.7984667699318,None,615.7984667699318,None,2022-08-12-12:52:10.491325,615.8066690999549,616.1154002000112,615.8066690999549,None,None,615.8066690999549,None,616.6156881697941,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled042.bmp,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,616.6156881697941,None,616.6156881697941,None,2022-08-12-12:52:11.309072,616.6161254998296,616.9150184998289,616.6161254998296,None,None,616.6161254998296,None,617.4154704699292,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,scrambled,scrambled051.bmp,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,617.4154704699292,None,617.4154704699292,None,2022-08-12-12:52:12.109831,617.4179157998879,617.7384066998493,617.4179157998879,617.4179157998879,None,617.4179157998879,617.4179157998879,618.2315083699766,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block_end,scrambled,scrambled020.bmp,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,618.2315083699766,None,618.2315083699766,None,2022-08-12-12:52:12.923344,618.2394953998737,618.5490146998782,618.2394953998737,None,None,618.2394953998737,None,619.0497787699103,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block_start,faces,faces075.bmp,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.807364899897948,619.0495774999727,None,619.0495774999727,None,2022-08-12-12:52:15.579344,620.899108499987,621.1986389998347,620.899108499987,None,None,620.899108499987,None,621.6988052699714,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces075.bmp,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,621.6988052699714,None,621.6988052699714,None,2022-08-12-12:52:16.391170,621.6995618999936,621.998922099825,621.6995618999936,None,None,621.6995618999936,None,622.4986252698116,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces062.bmp,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,622.4986252698116,None,622.4986252698116,None,2022-08-12-12:52:17.191993,622.4992857999168,622.7984312998597,622.4992857999168,622.4992857999168,None,622.4992857999168,622.4992857999168,623.315246769879,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces072.bmp,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,623.315246769879,None,623.315246769879,None,2022-08-12-12:52:18.007836,623.3251361998264,623.631756799994,623.3251361998264,None,None,623.3251361998264,None,624.1323544699233,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces019.bmp,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,624.1323544699233,None,624.1323544699233,None,2022-08-12-12:52:18.825897,624.1332124997862,624.4482468999922,624.1332124997862,None,None,624.1332124997862,None,624.9322388700209,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces040.bmp,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,624.9322388700209,None,624.9322388700209,None,2022-08-12-12:52:19.626806,624.9348389999941,625.2482284998987,624.9348389999941,624.9348389999941,None,624.9348389999941,624.9348389999941,625.7487902699038,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces029.bmp,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,625.7487902699038,None,625.7487902699038,None,2022-08-12-12:52:20.441370,625.7606054998469,626.0651707998477,625.7606054998469,None,None,625.7606054998469,None,626.5655916698277,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces057.bmp,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,626.5655916698277,None,626.5655916698277,None,2022-08-12-12:52:21.257959,626.5780211999081,626.8817495999392,626.5780211999081,None,None,626.5780211999081,None,627.3824763698037,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces053.bmp,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,627.3824763698037,None,627.3824763698037,None,2022-08-12-12:52:22.075040,627.3938755998388,627.6986880998593,627.3938755998388,None,None,627.3938755998388,None,628.1990112699102,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces046.bmp,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,628.1990112699102,None,628.1990112699102,None,2022-08-12-12:52:22.892575,628.2142122997902,628.5148429998662,628.2142122997902,None,None,628.2142122997902,None,629.0154453699477,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces054.bmp,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,629.0154453699477,None,629.0154453699477,None,2022-08-12-12:52:23.707811,629.0160193999764,629.3150526999962,629.0160193999764,None,None,629.0160193999764,None,629.8152581699658,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces010.bmp,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,629.8152581699658,None,629.8152581699658,None,2022-08-12-12:52:24.508626,629.8160847998224,630.1149601999205,629.8160847998224,629.8160847998224,None,629.8160847998224,629.8160847998224,630.631710869912,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces031.bmp,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,630.631710869912,None,630.631710869912,None,2022-08-12-12:52:25.324307,630.6407294999808,630.9484096998349,630.6407294999808,None,None,630.6407294999808,None,631.4488906699232,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
block,faces,faces025.bmp,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,631.4488906699232,None,631.4488906699232,None,2022-08-12-12:52:26.141238,631.4493326998781,631.7483782998752,631.4493326998781,None,None,631.4493326998781,None,632.2487780698109,None,,,22011,0002,2022_Aug_12_1242,localizer,2021.1.3,60.03640613023816,
