block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,repeat_response.rt,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.869225800037384,None,10.869225800037384,None,return,31.798513299785554,10.869225800037384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
,,,0,0,0,0,,,,,,,,,,,,,42.684328199829906,None,43.68473510025069,None,y,0.8374375998973846,43.68473510025069,None,44.551317300181836,None,b,2.318056100048125,44.551317300181836,None,46.8851621998474,None,n,0,2.7876710002310574,46.8851621998474,None,,,,,,,,,,,,,,,,,,,,,,,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.701398599892855,None,y,26.875657900236547,49.701398599892855,None,,,,,,,,,,,,,,,,,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block_start,scrambled,scrambled004.bmp,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,14.027545199729502,76.66488570021465,None,76.66488570021465,None,2021-08-17-10:10:09.435845,90.73586599994451,91.03512170026079,90.73586599994451,None,None,90.73586599994451,None,91.534962429991,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block,scrambled,scrambled024.bmp,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,91.534962429991,None,91.534962429991,None,2021-08-17-10:10:10.252313,91.54413510020822,91.85176570015028,91.54413510020822,None,None,91.54413510020822,None,92.35178732997738,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block,scrambled,scrambled060.bmp,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,92.35178732997738,None,92.35178732997738,None,2021-08-17-10:10:11.074865,92.36719720019028,92.66835789987817,92.36719720019028,None,None,92.36719720019028,None,93.16857503014617,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block,scrambled,scrambled006.bmp,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,93.16857503014617,None,93.16857503014617,None,2021-08-17-10:10:11.890874,93.18888399982825,93.50202060025185,93.18888399982825,None,None,93.18888399982825,None,93.984894730011,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block,scrambled,scrambled030.bmp,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,93.984894730011,None,93.984894730011,None,2021-08-17-10:10:12.698276,93.99115270003676,94.3017210001126,93.99115270003676,None,None,93.99115270003676,None,94.80169882983901,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block,scrambled,scrambled072.bmp,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,94.80169882983901,None,94.80169882983901,None,2021-08-17-10:10:13.524201,94.8166001001373,95.11847259989008,94.8166001001373,None,None,94.8166001001373,None,95.61830943017267,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
block,scrambled,scrambled047.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,95.61830943017267,None,95.61830943017267,None,2021-08-17-10:10:14.331708,95.6188483000733,95.91830840008333,95.6188483000733,None,None,95.6188483000733,None,96.41851223013364,None,,,,22001,0001,2021_Aug_17_1008,localizer,2021.1.3,59.9819934220857,
