block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.rt,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
block,objects,objects032.bmp,,,,,0,217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,377.30929477019237,None,377.30929477019237,None,2022-12-14-11:36:24.484142,377.3097691000439,377.60898500005715,377.3097691000439,None,None,,377.3097691000439,None,378.10976657010616,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects037.bmp,,,,,0,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,378.10976657010616,None,378.10976657010616,None,2022-12-14-11:36:25.286589,378.12826730008237,378.4420107000042,378.12826730008237,378.12826730008237,None,,378.12826730008237,378.12826730008237,378.92618397013285,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects037.bmp,,,,,0,219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,378.92618397013285,None,378.92618397013285,None,2022-12-14-11:36:26.101025,378.9269727000501,379.22616890002973,378.9269727000501,None,y,0.6757300000172108,378.9269727000501,None,379.7418713701889,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects040.bmp,,,,,0,220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,379.7418713701889,None,379.7418713701889,None,2022-12-14-11:36:26.915964,379.7523117000237,380.058439000044,379.7523117000237,None,None,,379.7523117000237,None,380.55915327016265,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects075.bmp,,,,,0,221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,380.55915327016265,None,380.55915327016265,None,2022-12-14-11:36:27.733996,380.5719282000791,380.87542779999785,380.5719282000791,None,None,,380.5719282000791,None,381.3756887700409,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects058.bmp,,,,,0,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,381.3756887700409,None,381.3756887700409,None,2022-12-14-11:36:28.549351,381.3762199000921,381.67543450021185,381.3762199000921,None,None,,381.3762199000921,None,382.1757338700816,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects079.bmp,,,,,0,223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,382.1757338700816,None,382.1757338700816,None,2022-12-14-11:36:29.351392,382.18953630002216,382.492119200062,382.18953630002216,382.18953630002216,None,,382.18953630002216,382.18953630002216,382.992385470029,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects030.bmp,,,,,0,224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,382.992385470029,None,382.992385470029,None,2022-12-14-11:36:30.166250,382.9930881001055,383.29227550001815,382.9930881001055,None,None,,382.9930881001055,None,383.80859107007274,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects034.bmp,,,,,0,225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,383.80859107007274,None,383.80859107007274,None,2022-12-14-11:36:30.982255,383.8097190000117,384.12519080005586,383.8097190000117,None,None,,383.8097190000117,None,384.6093883700203,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,objects,objects085.bmp,,,,,0,226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,384.6093883700203,None,384.6093883700203,None,2022-12-14-11:36:31.786612,384.62517280015163,384.92551130009815,384.62517280015163,384.62517280015163,None,,384.62517280015163,384.62517280015163,385.42548077013345,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block_end,objects,objects024.bmp,,,,,0,227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,385.42548077013345,None,385.42548077013345,None,2022-12-14-11:36:32.599339,385.43762360000983,385.74221330019645,385.43762360000983,None,None,,385.43762360000983,None,386.2421848701313,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
null_block,null_block,null_block.bmp,,,,,0,228,228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.786856200080365,386.24213780020364,None,386.24213780020364,None,2022-12-14-11:36:35.232899,388.0590252701193,None,388.0590252701193,None,None,,388.0590252701193,None,388.0627225001808,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block_start,scrambled,scrambled039.bmp,,,,,0,229,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,1.9639230999164283,400.0648050000891,None,400.0648050000891,None,2022-12-14-11:36:49.236371,402.0690466000233,402.37573700002395,402.0690466000233,None,None,,402.0690466000233,None,402.87567127002404,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled080.bmp,,,,,0,230,230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,402.87567127002404,None,402.87567127002404,None,2022-12-14-11:36:50.049333,402.87650650017895,403.1758336001076,402.87650650017895,None,None,,402.87650650017895,None,403.67589707016015,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled056.bmp,,,,,0,231,231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,403.67589707016015,None,403.67589707016015,None,2022-12-14-11:36:50.851750,403.68786810012534,403.9917694001924,403.68786810012534,403.68786810012534,None,,403.68786810012534,403.68786810012534,404.49231727020816,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled002.bmp,,,,,0,232,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,404.49231727020816,None,404.49231727020816,None,2022-12-14-11:36:51.666160,404.5041694000829,404.8088168001268,404.5041694000829,None,None,,404.5041694000829,None,405.30900967000053,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled065.bmp,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,405.30900967000053,None,405.30900967000053,None,2022-12-14-11:36:52.482886,405.3096246002242,405.608979600016,405.3096246002242,None,None,,405.3096246002242,None,406.1086909700651,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled062.bmp,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,406.1086909700651,None,406.1086909700651,None,2022-12-14-11:36:53.283401,406.11618380015716,406.4259023000486,406.11618380015716,406.11618380015716,None,,406.11618380015716,406.11618380015716,406.9258894701023,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled032.bmp,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,406.9258894701023,None,406.9258894701023,None,2022-12-14-11:36:54.099755,406.92653720011003,407.2258449001238,406.92653720011003,None,None,,406.92653720011003,None,407.7257909702137,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled042.bmp,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,407.7257909702137,None,407.7257909702137,None,2022-12-14-11:36:54.900161,407.7265279002022,408.0266546001658,407.7265279002022,407.7265279002022,None,,407.7265279002022,407.7265279002022,408.5266839700751,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled063.bmp,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,408.5266839700751,None,408.5266839700751,None,2022-12-14-11:36:55.703518,408.54567470005713,408.84371380019,408.54567470005713,408.54567470005713,None,,408.54567470005713,408.54567470005713,409.3424692700617,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled069.bmp,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,409.3424692700617,None,409.3424692700617,None,2022-12-14-11:36:56.517128,409.3430403000675,409.64246370014735,409.3430403000675,None,None,,409.3430403000675,None,410.1441597700585,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled034.bmp,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,410.1441597700585,None,410.1441597700585,None,2022-12-14-11:36:57.323971,410.1635718001053,410.4757748001721,410.1635718001053,410.1635718001053,None,,410.1635718001053,410.1635718001053,410.95915657021106,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled059.bmp,,,,,0,240,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,410.95915657021106,None,410.95915657021106,None,2022-12-14-11:36:58.133013,410.9710256000981,411.27573570003733,410.9710256000981,None,None,,410.9710256000981,None,411.7752933701966,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled084.bmp,,,,,0,241,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,411.7752933701966,None,411.7752933701966,None,2022-12-14-11:36:58.948964,411.7764682001434,412.0756897001993,411.7764682001434,None,None,,411.7764682001434,None,412.5765684700571,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block,scrambled,scrambled064.bmp,,,,,0,242,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,412.5765684700571,None,412.5765684700571,None,2022-12-14-11:36:59.753208,412.5796710001305,412.8960741001647,412.5796710001305,412.5796710001305,None,,412.5796710001305,412.5796710001305,413.3942494701594,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
block_end,scrambled,scrambled045.bmp,,,,,0,243,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,413.3942494701594,None,413.3942494701594,None,2022-12-14-11:37:00.571893,413.3997682000045,413.70945830014534,413.3997682000045,None,None,,413.3997682000045,None,414.209295870224,None,,,21017,0001,2022_Dec_14_1130,localizer,2021.1.3,59.7429023420602,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.2083350000903,None,,,,,,,
