Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,9.3435845002532,None,return,115.49579020030797,9.3435845002532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22050,0001,2023_Mar_14_1038,localizer,2021.1.3,60.006792345588735,
,,,,,,,,,,124.87792110070586,None,124.87792110070586,None,return,0.8848052993416786,124.87792110070586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,22050,0001,2023_Mar_14_1038,localizer,2021.1.3,60.006792345588735,
0,0,0,0,,,,,,,,,,,,,,,125.77859920077026,None,126.7899254001677,None,y,46.48904839903116,126.7899254001677,None,173.3077722005546,None,b,5.5901194997131824,173.3077722005546,None,178.92450240068138,None,y,1,7.048386899754405,178.92450240068138,None,,,,,,,22050,0001,2023_Mar_14_1038,localizer,2021.1.3,60.006792345588735,
1,0,1,0,,,,,,,,,,,,,,,185.99270460009575,None,187.0070147998631,None,y,3.96195549890399,187.0070147998631,None,190.99114489927888,None,b,2.6618530992418528,190.99114489927888,None,193.674008699134,None,n,0,0.625101501122117,193.674008699134,None,,,,,,,22050,0001,2023_Mar_14_1038,localizer,2021.1.3,60.006792345588735,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.32364100031555,None,b,20.625353200361133,194.32364100031555,None,22050,0001,2023_Mar_14_1038,localizer,2021.1.3,60.006792345588735,
