block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,repeat_response.rt,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.426022500032559,None,13.426022500032559,None,return,25.44588090002071,13.426022500032559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
,,,0,0,0,0,,,,,,,,,,,,,38.89522079995368,None,39.90005509997718,None,y,68.90387369995005,39.90005509997718,None,108.81838800001424,None,b,2.3375958000542596,108.81838800001424,None,111.18568460003007,None,n,0,20.09217760001775,111.18568460003007,None,,,,,,,,,,,,,,,,,,,,,,,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3014401999535,None,y,20.989371999981813,131.3014401999535,None,,,,,,,,,,,,,,,,,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block_start,scrambled,scrambled023.bmp,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,11.7435400999384,152.42932180000935,None,152.42932180000935,None,2021-07-28-15:31:41.507817,164.22731739992741,164.53549659997225,164.22731739992741,None,None,164.22731739992741,None,165.01910959000233,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block,scrambled,scrambled021.bmp,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,165.01910959000233,None,165.01910959000233,None,2021-07-28-15:31:42.329623,165.0440387999406,165.35264389996883,165.0440387999406,None,None,165.0440387999406,None,165.83932828998658,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block,scrambled,scrambled077.bmp,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,165.83932828998658,None,165.83932828998658,None,2021-07-28-15:31:43.150728,165.86520829994697,166.16889259999152,165.86520829994697,None,None,165.86520829994697,None,166.6558296899544,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block,scrambled,scrambled071.bmp,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,166.6558296899544,None,166.6558296899544,None,2021-07-28-15:31:43.966996,166.68380450003315,166.98343429993838,166.68380450003315,None,None,166.68380450003315,None,167.4719712899765,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block,scrambled,scrambled016.bmp,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,167.4719712899765,None,167.4719712899765,None,2021-07-28-15:31:44.782238,167.49197420000564,167.80090379994363,167.49197420000564,None,None,167.49197420000564,None,168.2839302899316,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block,scrambled,scrambled084.bmp,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,168.2839302899316,None,168.2839302899316,None,2021-07-28-15:31:45.591094,168.3063850000035,168.61895889998414,168.3063850000035,None,None,168.3063850000035,None,169.10550569000188,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
block,scrambled,scrambled017.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,169.10550569000188,None,169.10550569000188,None,2021-07-28-15:31:46.416909,169.12445040000603,169.4366355999373,169.12445040000603,None,None,169.12445040000603,None,169.92201808993704,None,,,,12002,0001,2021_Jul_28_1529,localizer,2021.1.3,59.79834800689109,
