block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,repeat_response.rt,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.110842999536544,None,return,437.0916331997141,12.110842999536544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
,,,,,,,,,,,,,,,,,449.25117189995944,None,449.25117189995944,None,return,0.69899330008775,449.25117189995944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,449.96944289980456,None,450.97594829974696,None,y,0.5670320000499487,450.97594829974696,None,451.56023619975895,None,b,1.185727299656719,451.56023619975895,None,452.7775079999119,None,n,0,1.6050903000868857,452.7775079999119,None,,,,,,,,,,,,,,,,,,,,,,,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.41092679975554,None,y,26.905316799879074,454.41092679975554,None,,,,,,,,,,,,,,,,,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block_start,objects,objects033.bmp,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,15.308090099599212,481.376876599621,None,481.376876599621,None,2022-09-01-10:38:11.164736,496.71085289958864,497.0105861998163,496.71085289958864,None,None,496.71085289958864,None,497.5120166097302,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects083.bmp,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,497.5120166097302,None,497.5120166097302,None,2022-09-01-10:38:11.976082,497.528842699714,497.84393289964646,497.528842699714,497.528842699714,None,497.528842699714,497.528842699714,498.32653610962444,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects077.bmp,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,498.32653610962444,None,498.32653610962444,None,2022-09-01-10:38:12.781900,498.3276371997781,498.6440361998975,498.3276371997781,None,None,498.3276371997781,None,499.1267998096999,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects082.bmp,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,499.1267998096999,None,499.1267998096999,None,2022-09-01-10:38:13.584953,499.12968059955165,499.4434301997535,499.12968059955165,499.12968059955165,None,499.12968059955165,499.12968059955165,499.94420910994523,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects076.bmp,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,499.94420910994523,None,499.94420910994523,None,2022-09-01-10:38:14.401354,499.94743349961936,500.26108649978414,499.94743349961936,None,None,499.94743349961936,None,500.7495821099263,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects040.bmp,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,500.7495821099263,None,500.7495821099263,None,2022-09-01-10:38:15.212665,500.76828969968483,501.07718169968575,500.76828969968483,None,None,500.76828969968483,None,501.5606810096186,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects087.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,501.5606810096186,None,501.5606810096186,None,2022-09-01-10:38:16.018785,501.573297099676,501.87736219959334,501.573297099676,None,None,501.573297099676,None,502.37657170970925,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects044.bmp,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,502.37657170970925,None,502.37657170970925,None,2022-09-01-10:38:16.832743,502.3825570996851,502.6789010995999,502.3825570996851,None,None,502.3825570996851,None,503.1941853095312,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
block,objects,objects063.bmp,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,503.1941853095312,None,503.1941853095312,None,2022-09-01-10:38:17.651497,503.2059484999627,503.5103763998486,503.2059484999627,None,None,503.2059484999627,None,504.01116300974974,None,,,,21011,0002,2022_Sep_01_1030,localizer,2021.1.3,60.02271254376943,
