Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,26.143836200237274,None,return,123.5604570992291,26.143836200237274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22049,0001,2023_Feb_13_1116,localizer,2021.1.3,59.42416809363698,
,,,,,,,,,,149.76273260079324,None,149.76273260079324,None,return,5.084918800741434,149.76273260079324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,22049,0001,2023_Feb_13_1116,localizer,2021.1.3,59.42416809363698,
0,0,0,0,,,,,,,,,,,,,,,154.86607640050352,None,155.86559389997274,None,y,2.9966610996052623,155.86559389997274,None,158.88147839996964,None,b,1.8357492992654443,158.88147839996964,None,160.75660550035536,None,n,0,1.6782933995127678,160.75660550035536,None,,,,,,,22049,0001,2023_Feb_13_1116,localizer,2021.1.3,59.42416809363698,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.46582260075957,None,y,37.301395299844444,162.46582260075957,None,22049,0001,2023_Feb_13_1116,localizer,2021.1.3,59.42416809363698,
