block_type,condition,img_name,Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,Index_text.started,Index_text.stopped,Index_resp.keys,Index_resp.rt,Index_resp.started,Index_resp.stopped,Middle_text.started,Middle_text.stopped,Middle_resp.keys,Middle_resp.rt,Middle_resp.started,Middle_resp.stopped,Repeat_text.started,Repeat_text.stopped,Repeat_resp.keys,Repeat_resp.corr,Repeat_resp.rt,Repeat_resp.started,Repeat_resp.stopped,instruction_text.started,instruction_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,scanner_t.keys,scanner_t.rt,scanner_t.started,scanner_t.stopped,fixation_wait_for_t.started,fixation_wait_for_t.stopped,real_timestamp_trial_start,image.started,image.stopped,fixation.started,fixation.stopped,repeat_response.keys,repeat_response.started,repeat_response.stopped,fixation_null.started,fixation_null.stopped,repeat_response.rt,end_text.started,end_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.756625399924815,None,return,339.3498575000558,12.756625399924815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
,,,,,,,,,,,,,,,,,352.15813779993914,None,352.15813779993914,None,return,1.4522051000967622,352.15813779993914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,353.634416700108,None,354.63975599990226,None,y,2.0807348000817,354.63975599990226,None,356.75121770007536,None,b,0.7471931001637131,356.75121770007536,None,357.5184776999522,None,n,0,20.984353199834004,357.5184776999522,None,,,,,,,,,,,,,,,,,,,,,,,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.51916270004585,None,y,4.885329300072044,378.51916270004585,None,,,,,,,,,,,,,,,,,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block_start,objects,objects001.bmp,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,15.964427799917758,383.47034700005315,None,383.47034700005315,None,2022-02-21-14:55:46.195869,399.4570899999235,399.76926429988816,399.4570899999235,None,None,399.4570899999235,None,400.2694430098869,None,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block,objects,objects066.bmp,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,400.2694430098869,None,400.2694430098869,None,2022-02-21-14:55:47.015684,400.27602489991114,400.5858783000149,400.27602489991114,None,None,400.27602489991114,None,401.08520601005296,None,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block,objects,objects064.bmp,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,401.08520601005296,None,401.08520601005296,None,2022-02-21-14:55:47.826608,401.09588470007293,401.40141530008987,401.09588470007293,None,None,401.09588470007293,None,401.90170930991883,None,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block,objects,objects081.bmp,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,401.90170930991883,None,401.90170930991883,None,2022-02-21-14:55:48.642907,401.91139129991643,402.21806970005855,401.91139129991643,None,None,401.91139129991643,None,402.71836180998946,None,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block,objects,objects028.bmp,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,402.71836180998946,None,402.71836180998946,None,2022-02-21-14:55:49.460014,402.7294723999221,403.0351863000542,402.7294723999221,None,None,402.7294723999221,None,403.5355896099005,None,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block,objects,objects034.bmp,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,403.5355896099005,None,403.5355896099005,None,2022-02-21-14:55:50.277775,403.54569009994157,403.8511510998942,403.54569009994157,None,None,403.54569009994157,None,404.3517116100062,None,,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
block,objects,objects034.bmp,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,404.3517116100062,None,404.3517116100062,None,2022-02-21-14:55:51.093115,404.3524625999853,404.66802139999345,404.3524625999853,None,y,404.3524625999853,None,405.152756709978,None,0.5068081999197602,,,11009,0002,2022_Feb_21_1449,localizer,2021.1.3,60.737031687669905,
