Button.thisRepN,Button.thisTrialN,Button.thisN,Button.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,Button_text.started,Button_text.stopped,participant,run,date,expName,psychopyVersion,frameRate,
,,,,9.738914600020507,None,return,150.87161649999325,9.738914600020507,None,,,,,,,,,,,22051,0001,2023_Mar_22_1256,localizer,2021.1.3,60.32389103355072,
,,,,,,,,,,160.66392420002376,None,160.66392420002376,None,return,0.45135339998523705,160.66392420002376,None,,,22051,0001,2023_Mar_22_1256,localizer,2021.1.3,60.32389103355072,
,,,,,,,,,,,,,,,,,,161.13180420000572,None,,,,,,,
