Alignment_background.started,Alignment_background.stopped,Alignment_image.started,Alignment_image.stopped,Alignment_resp.keys,Alignment_resp.rt,Alignment_resp.started,Alignment_resp.stopped,participant,run,date,expName,psychopyVersion,frameRate,
82.01943030004622,None,82.01943030004622,None,return,2.419645199959632,82.01943030004622,None,1,0001,2021_Jul_12_0931,localizer,2021.1.3,59.93414437004832,
