onset	duration	trial_type
0.0	11.682188999839099	objects
14.007518599741132	25.68208540044722	faces
41.99021220020947	53.666198800317915	scrambled
55.98336329963058	67.68246639985588	scenes
69.9930584998801	81.59913630038497	scrambled
83.98340000025925	95.64884850010273	scenes
97.99321020022032	109.63310590013859	faces
125.9930806001648	137.632899899967	objects
153.98423360008744	165.66621209960428	scenes
167.984056700021	179.63311440031973	scrambled
182.00379700027398	193.61615100037304	objects
195.98481220006946	207.63347500003871	faces
209.98500019963828	221.63367659971115	scrambled
223.98422470036897	235.59995109960434	objects
251.99297249969092	263.6667841002345	faces
265.99126849975437	277.65065629966557	scenes
