onset	duration	trial_type
0.0	11.733540600165725	scrambled
14.010864800773561	25.733670900575817	faces
27.99407650064677	39.73399700038135	scenes
41.993905800394714	53.73368100076914	objects
69.98482800088823	81.73402050044388	scenes
97.99758330080664	109.71749950014055	scrambled
111.99369920045137	123.71763070020825	objects
125.99793260078877	137.70098830014467	faces
139.99509410001338	151.68477680068463	faces
168.00130620040005	179.70157030038536	scenes
181.98572080023592	193.68463560007513	scrambled
195.9931605001911	207.701258700341	objects
209.99461290054018	221.68487090058625	objects
223.99225290026516	235.70144340023398	scenes
237.9938376005739	249.65158300008625	scrambled
265.99525650031865	277.71852710004896	faces
