onset	duration	trial_type
0.0	11.699309899937347	scrambled
48.40088339988138	60.11555489990859	objects
97.58719300013037	109.31652399990706	scenes
117.21665599988775	128.9333420000039	faces
157.9767073001712	169.7335550999269	scenes
183.93649790016934	195.63347070012242	scrambled
208.37156639993185	220.08374539995566	faces
232.84820210002363	244.55060649989173	objects
256.8942885999568	268.600820899941	scrambled
277.21520760003483	288.884336899966	scenes
326.460211200174	338.16806749999523	faces
364.21574390027666	375.9183924999088	objects
401.99013910023496	413.68530360003933	scrambled
428.3820731001906	440.05210530012846	objects
456.7394161000848	468.43571990029886	scenes
478.84237870015204	490.5691645001061	faces
