onset	duration	trial_type
0.0	11.72352919999684	objects
15.025764199992395	26.75693679999676	faces
43.12814649999199	54.890434799992356	scrambled
58.13352519999899	69.89047699999355	scenes
72.93190779999713	84.65729619999183	scrambled
88.0248442000011	99.7736009999935	scenes
103.61652029999823	115.35743459999503	faces
133.39042779999727	145.10759689999395	objects
162.50892739999108	174.27439809999487	scenes
177.36734389999765	189.1244774999941	scrambled
192.7927561999968	204.52457839999988	objects
208.65160749999632	220.3746078999975	faces
224.66854509999393	236.40793329999724	scrambled
240.39691549999407	252.14150769999833	objects
271.8825147999887	283.64166749999276	faces
286.9979228000011	298.7583553000004	scenes
