onset	duration	trial_type
0.0	11.734901100397082	scenes
15.146976400166722	26.901637400500448	objects
30.815120800398233	42.56831779982892	faces
45.30456219986078	57.035139800049336	scrambled
62.36961450055239	74.0685772001743	scrambled
77.24638919997955	88.96857160050419	faces
109.69500679988411	121.41882370039818	objects
124.79937009979031	136.53558740019795	scenes
139.2132179997861	150.95230470038948	scrambled
154.1814104998484	165.90238700062034	faces
170.05718659982082	181.80247480049727	scenes
199.751651700586	211.50260540004817	objects
217.2166232001036	228.95264730043706	faces
231.8817583005875	243.61913010012356	scrambled
261.9688832005486	273.70297400001436	scenes
277.40515710040927	289.1197465006262	objects
