2021-07-28	14:41:34	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	3	audFeedback
1	0.053	180	180	1	2007
2	0.174	315	315	1	1301
3	0.32	225	225	1	1269
4	0.469	135	180	0	2160
5	0.337	90	90	1	2881
6	0.416	315	315	1	1479
7	0.496	90	90	1	1280
8	0.58	315	315	1	1241
9	0.611	45	45	1	1620
10	0.611	180	180	1	1339
11	0.611	225	225	1	1199
12	0.233	45	45	1	1060
13	0.611	90	90	1	1260
14	0.611	180	225	0	1361
15	0.611	0	0	1	1490
16	0.611	270	270	1	1441
17	0.611	270	270	1	1311
18	0.233	180	180	1	1179
19	0.611	0	0	1	1920
20	0.611	135	135	1	1440
21	0.611	315	315	1	1241
22	0.611	135	135	1	1291
23	0.611	180	180	1	1640
24	0.233	270	270	1	1169

2021-07-28	14:41:34	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	3	audFeedback
1	0.053	180	180	1	2007
2	0.174	315	315	1	1301
3	0.32	225	225	1	1269
4	0.469	135	180	0	2160
5	0.337	90	90	1	2881
6	0.416	315	315	1	1479
7	0.496	90	90	1	1280
8	0.58	315	315	1	1241
9	0.611	45	45	1	1620
10	0.611	180	180	1	1339
11	0.611	225	225	1	1199
12	0.233	45	45	1	1060
13	0.611	90	90	1	1260
14	0.611	180	225	0	1361
15	0.611	0	0	1	1490
16	0.611	270	270	1	1441
17	0.611	270	270	1	1311
18	0.233	180	180	1	1179
19	0.611	0	0	1	1920
20	0.611	135	135	1	1440
21	0.611	315	315	1	1241
22	0.611	135	135	1	1291
23	0.611	180	180	1	1640
24	0.233	270	270	1	1169
