2022-06-14	16:46:21	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	90	90	1	1703
2	0.174	315	315	1	1968
3	0.32	135	135	1	1549
4	0.469	315	315	1	2015
5	0.611	225	225	1	1406
6	0.611	180	315	0	1610
7	0.59	315	315	1	1346
8	0.611	180	135	0	1421
9	0.572	180	180	1	2157
10	0.611	180	180	1	2031
11	0.611	180	135	0	1453
12	0.233	270	270	1	1502
13	0.611	270	270	1	1890
14	0.611	0	315	0	1656
15	0.611	45	45	1	1407
16	0.611	315	315	1	1362
17	0.611	90	90	1	1640
18	0.233	225	225	1	1390
19	0.611	135	135	1	3986
20	0.611	180	180	1	1516
21	0.611	270	270	1	1421
22	0.611	180	315	0	1346
23	0.611	45	45	1	1828
24	0.233	270	270	1	1420

2022-06-14	16:47:31	0.771	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	180	180	1	1868
2	9.524	135	135	1	999
3	4.878	225	225	1	1125
4	0.893	90	270	0	4907
5	1.942	180	180	1	1578
6	1.252	315	315	1	2377
7	0.882	135	90	0	3250
8	1.24	45	90	0	1703
9	1.647	90	135	0	2454
10	2.125	315	315	1	1812
11	1.776	135	135	1	1734
12	5.931	225	225	1	1268
13	1.466	315	315	1	4015
14	1.287	90	90	1	2269
15	1.141	45	45	1	2436
16	1.019	90	90	1	1797
17	0.914	225	225	1	1705
18	3.242	0	0	1	1484
19	0.803	315	180	0	2517
20	0.903	225	225	1	1687
21	0.829	180	180	1	2031
22	0.762	315	315	1	1999
23	0.703	270	270	1	2830
24	2.558	0	315	0	1830
