2022-09-10	08:54:43	0.539	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	135	135	1	2174
2	0.174	180	180	1	1618
3	0.32	90	90	1	2484
4	0.469	135	0	0	1979
5	0.337	225	225	1	1758
6	0.416	45	45	1	2342
7	0.496	0	315	0	2750
8	0.413	225	270	0	3264
9	0.352	180	180	1	2046
10	0.394	45	45	1	2324
11	0.436	225	225	1	1644
12	0.182	0	0	1	1626
13	0.488	0	0	1	2142
14	0.53	225	225	1	6849
15	0.573	270	315	0	4165
16	0.523	315	0	0	2339
17	0.482	225	225	1	2033
18	0.195	90	90	1	1831
19	0.52	135	135	1	1891
20	0.55	90	0	0	3941
21	0.514	135	135	1	4547
22	0.541	45	315	0	5846
23	0.509	0	0	1	3013
24	0.203	315	315	1	1965

2022-09-10	08:56:29	1.871	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	45	45	1	2679
2	9.524	225	225	1	1651
3	4.878	180	180	1	1864
4	0.893	45	0	0	6679
5	1.942	0	180	0	6368
6	3.165	270	225	0	5866
7	4.576	90	90	1	2602
8	3.581	45	45	1	3877
9	2.905	90	90	1	3458
10	2.416	180	225	0	5710
11	2.957	270	270	1	3788
12	9.826	135	135	1	1461
13	2.47	180	180	1	6773
14	2.175	270	0	0	7471
15	2.517	90	45	0	2857
16	2.873	270	270	1	3884
17	2.608	315	315	1	6919
18	9.152	180	180	1	1359
19	2.326	225	225	1	5192
20	2.137	0	90	0	6127
21	2.364	45	45	1	3242
22	2.193	0	0	1	2445
23	2.04	225	225	1	1984
24	7.374	0	0	1	1690
