2022-03-07	13:30:51	0.586	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	315	315	1	4923
2	0.174	270	270	1	2861
3	0.32	45	45	1	2187
4	0.469	225	225	1	2126
5	0.611	45	0	0	7047
6	0.474	225	225	1	1968
7	0.568	90	90	1	4564
8	0.611	45	0	0	4579
9	0.554	225	225	1	1703
10	0.611	0	0	1	3627
11	0.611	180	225	0	2312
12	0.23	225	225	1	2689
13	0.611	270	270	1	1937
14	0.611	225	225	1	4798
15	0.611	135	90	0	5126
16	0.611	180	180	1	4624
17	0.611	45	0	0	3236
18	0.233	90	90	1	4922
19	0.611	135	90	0	5282
20	0.596	225	225	1	2484
21	0.611	135	180	0	3876
22	0.588	0	270	0	1734
23	0.554	0	0	1	5735
24	0.221	315	315	1	1750

2022-03-07	13:32:43	1.944	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	90	90	1	5019
2	9.524	90	90	1	2795
3	4.878	225	225	1	1987
4	0.893	45	180	0	5642
5	1.942	225	225	1	4204
6	1.252	90	90	1	5175
7	0.882	270	0	0	7454
8	1.24	0	0	1	5124
9	0.987	225	90	0	2814
10	1.259	0	0	1	2952
11	1.062	315	270	0	3409
12	5.014	0	0	1	3361
13	1.235	90	90	1	3656
14	1.084	0	180	0	3845
15	1.259	0	0	1	1640
16	1.13	180	0	0	3770
17	1.284	225	270	0	4579
18	5.644	0	0	1	1596
19	1.413	45	270	0	4891
20	1.579	315	0	0	3814
21	1.757	135	90	0	2187
22	1.952	45	45	1	2502
23	1.806	45	0	0	3109
24	7.674	225	225	1	1611
