2023-04-20	09:18:43	0.506	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	1	audFeedback
1	0.053	270	270	1	2017
2	0.174	90	90	1	2980
3	0.32	225	225	1	1910
4	0.469	135	135	1	2579
5	0.611	270	90	0	2400
6	0.474	135	135	1	2300
7	0.568	0	90	0	1599
8	0.471	90	90	1	1679
9	0.536	135	180	0	1620
10	0.465	135	135	1	1580
11	0.515	270	90	0	1299
12	0.175	225	225	1	2119
13	0.469	315	315	1	1790
14	0.509	90	45	0	2660
15	0.463	180	135	0	1690
16	0.424	0	0	1	2461
17	0.453	315	315	1	1500
18	0.184	0	0	1	2280
19	0.488	225	225	1	1740
20	0.516	135	45	0	1760
21	0.483	0	0	1	1501
22	0.507	180	315	0	1600
23	0.478	135	135	1	1920
24	0.191	0	0	1	2381

2023-04-20	09:20:09	3.139	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	1	audFeedback
1	18.182	45	45	1	1814
2	9.524	270	-45	0	1821
3	14.345	180	270	0	460
4	24.084	45	45	1	2090
5	17.383	90	90	1	1611
6	13.521	0	0	1	1300
7	10.858	225	225	1	1410
8	8.869	225	225	1	1300
9	7.327	0	0	1	1540
10	6.094	225	225	1	1309
11	5.083	90	90	1	1420
12	15.924	270	270	1	1160
13	4.057	0	0	1	1949
14	3.41	0	0	1	1550
15	2.869	90	90	1	1590
16	2.413	0	90	0	2385
17	2.921	0	135	0	2488
18	12.937	135	135	1	980
19	3.314	45	45	1	2070
20	2.969	135	45	0	1540
21	3.374	270	45	0	1790
22	3.786	225	225	1	1401
23	3.476	45	45	1	1440
24	12.173	45	45	1	1509
