2021-12-10	11:04:33	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	3	audFeedback
1	0.053	270	270	1	3345
2	0.174	225	225	1	1920
3	0.32	135	135	1	1740
4	0.469	270	270	1	1720
5	0.611	135	135	1	5660
6	0.611	315	315	1	3558
7	0.611	270	270	1	6100
8	0.611	135	135	1	1960
9	0.611	90	90	1	1420
10	0.611	90	90	1	1300
11	0.611	135	135	1	2560
12	0.233	135	135	1	1470
13	0.611	270	270	1	2870
14	0.611	0	0	1	1470
15	0.611	45	0	0	9550
16	0.611	225	225	1	4635
17	0.611	0	0	1	2140
18	0.233	315	315	1	1400
19	0.611	270	270	1	1570
20	0.611	225	225	1	4640
21	0.611	45	0	0	8780
22	0.611	180	180	1	1470
23	0.611	90	90	1	1560
24	0.233	0	0	1	1480

2021-12-10	11:06:34	1.918	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	3	audFeedback
1	18.182	180	180	1	5200
2	9.524	315	315	1	1340
3	4.878	45	45	1	1551
4	0.893	135	0	0	7290
5	1.942	0	270	0	4985
6	3.165	90	90	1	2570
7	2.326	90	90	1	9470
8	1.796	90	180	0	4830
9	2.348	45	45	1	2770
10	1.95	180	180	1	3274
11	1.652	90	270	0	4910
12	7.684	225	225	1	1249
13	1.918	45	90	0	12253
14	2.245	90	90	1	2570
15	2.001	270	270	1	2740
16	1.798	225	225	1	15703
17	1.627	270	270	1	4460
18	5.766	0	0	1	1276
19	1.444	90	270	0	3710
20	1.612	270	270	1	11224
21	1.487	270	225	0	7041
22	1.636	225	180	0	5080
23	1.791	45	0	0	5260
24	7.543	225	225	1	1230
