2022-12-11	10:36:48	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	1	audFeedback
1	0.053	315	315	1	2367
2	0.174	45	45	1	1640
3	0.32	135	135	1	1990
4	0.469	225	225	1	1710
5	0.611	135	135	1	4560
6	0.611	90	315	0	3800
7	0.59	90	315	0	1440
8	0.487	315	315	1	1500
9	0.556	315	315	1	2000
10	0.611	315	315	1	1850
11	0.611	0	0	1	1580
12	0.233	0	0	1	1220
13	0.611	0	45	0	1540
14	0.611	135	45	0	2020
15	0.606	270	225	0	1630
16	0.555	45	45	1	1540
17	0.592	0	0	1	1400
18	0.233	270	270	1	1350
19	0.611	90	45	0	1500
20	0.593	225	225	1	1640
21	0.611	270	270	1	1400
22	0.611	90	270	0	1110
23	0.611	90	90	1	1560
24	0.233	270	270	1	1424

2022-12-11	10:38:01	2.023	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	1	audFeedback
1	18.182	90	90	1	2341
2	9.524	225	225	1	1370
3	4.878	180	180	1	1818
4	0.893	90	90	1	5019
5	0.426	45	270	0	2459
6	0.754	135	90	0	3880
7	1.19	135	225	0	3309
8	1.784	225	225	1	1811
9	1.36	45	180	0	3130
10	1.798	90	225	0	1599
11	2.338	225	225	1	1278
12	7.513	90	90	1	1459
13	1.861	90	0	0	2600
14	2.248	225	225	1	1851
15	1.96	270	270	1	2169
16	1.738	90	315	0	2230
17	1.998	225	225	1	1160
18	6.991	180	180	1	1251
19	1.757	315	180	0	1039
20	1.974	135	90	0	1320
21	2.205	135	135	1	1249
22	2.031	90	90	1	1189
23	1.882	45	0	0	1529
24	7.965	270	270	1	940
