2022-07-13	12:43:15	0.361	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	270	270	1	2522
2	0.174	225	225	1	2494
3	0.32	135	225	0	2335
4	0.206	270	270	1	2182
5	0.27	135	135	1	1921
6	0.332	270	225	0	1695
7	0.269	315	315	1	2064
8	0.311	135	135	1	3890
9	0.353	135	270	0	3518
10	0.307	135	135	1	2375
11	0.339	225	225	1	2190
12	0.142	90	90	1	3626
13	0.38	270	225	0	2312
14	0.344	135	135	1	2157
15	0.37	0	45	0	2362
16	0.339	225	225	1	1984
17	0.362	135	135	1	4674
18	0.147	315	315	1	1830
19	0.39	180	225	0	1918
20	0.364	270	270	1	1990
21	0.383	0	315	0	2296
22	0.36	225	225	1	2112
23	0.377	0	270	0	1779
24	0.136	225	225	1	1540

2022-07-13	12:45:02	4.496	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	225	225	1	3629
2	9.524	270	270	1	4439
3	4.878	90	90	1	4924
4	0.893	45	90	0	11531
5	1.942	180	180	1	5690
6	1.252	180	180	1	5313
7	0.882	225	135	0	8503
8	1.24	45	135	0	3577
9	1.647	135	135	1	3330
10	1.354	45	135	0	2624
11	1.677	270	135	0	4627
12	7.902	135	135	1	4265
13	1.966	225	225	1	8500
14	1.717	225	270	0	3251
15	2.004	90	225	0	2783
16	2.323	90	225	0	2783
17	2.68	180	270	0	3452
18	11.753	270	270	1	1956
19	3.001	135	180	0	3924
20	3.424	135	270	0	6594
21	3.906	90	135	0	2484
22	4.454	315	135	0	3299
23	5.076	45	45	1	4501
24	17.161	180	180	1	1843
