2022-01-24	13:12:48	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	270	270	1	2127
2	0.174	225	225	1	1327
3	0.32	270	270	1	1359
4	0.469	0	0	1	1327
5	0.611	180	225	0	2392
6	0.474	0	0	1	2109
7	0.568	315	315	1	1843
8	0.611	0	0	1	2004
9	0.611	90	45	0	2546
10	0.611	0	0	1	1703
11	0.611	270	225	0	1814
12	0.232	45	45	1	1438
13	0.611	315	315	1	1874
14	0.611	45	0	0	2190
15	0.608	315	270	0	2064
16	0.556	225	225	1	1499
17	0.594	0	0	1	1624
18	0.233	315	315	1	1391
19	0.611	270	270	1	1642
20	0.611	90	135	0	1641
21	0.611	45	45	1	1437
22	0.611	180	180	1	1593
23	0.611	45	45	1	1549
24	0.233	270	270	1	1359

2022-01-24	13:13:49	1.958	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	45	45	1	9706
2	9.524	135	135	1	1219
3	4.878	180	180	1	1374
4	0.893	135	0	0	4532
5	1.942	270	45	0	3634
6	3.165	180	180	1	1922
7	2.326	315	315	1	2640
8	1.796	45	270	0	2519
9	2.348	90	90	1	3343
10	1.95	135	135	1	2752
11	1.652	180	0	0	4297
12	7.684	45	45	1	1080
13	1.918	270	180	0	2812
14	2.245	180	180	1	2703
15	2.001	45	45	1	2611
16	1.798	0	0	1	2827
17	1.627	180	135	0	2331
18	7.095	90	90	1	1157
19	1.789	45	45	1	2108
20	1.643	0	0	1	2156
21	1.515	225	180	0	2829
22	1.67	225	135	0	1891
23	1.828	270	45	0	2093
24	7.695	135	135	1	1222
