2021-11-12	15:43:08	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	225	225	1	5114
2	0.174	315	315	1	1610
3	0.32	0	0	1	1359
4	0.469	45	45	1	1438
5	0.611	180	135	0	1286
6	0.474	0	0	1	1234
7	0.568	315	315	1	1481
8	0.611	225	225	1	1328
9	0.611	315	315	1	1203
10	0.611	135	135	1	1302
11	0.611	0	0	1	1452
12	0.233	90	90	1	1249
13	0.611	180	135	0	1327
14	0.611	90	90	1	1395
15	0.611	270	270	1	1514
16	0.611	225	225	1	1328
17	0.611	0	0	1	1359
18	0.233	315	315	1	1302
19	0.611	135	135	1	1328
20	0.611	135	135	1	1359
21	0.611	315	315	1	1360
22	0.611	180	135	0	2234
23	0.611	180	135	0	1921
24	0.233	180	180	1	1349

2021-11-12	15:42:04	1.789	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	225	225	1	1781
2	9.524	135	135	1	1390
3	4.878	315	315	1	1265
4	0.893	135	225	0	2473
5	1.942	90	45	0	4047
6	3.165	180	180	1	1411
7	2.326	270	270	1	1766
8	1.796	90	0	0	1937
9	2.348	270	270	1	1015
10	1.95	270	270	1	1317
11	1.652	45	270	0	3967
12	7.684	315	315	1	844
13	1.918	90	225	0	2286
14	2.245	225	225	1	937
15	2.001	180	225	0	1964
16	2.288	45	45	1	1580
17	2.074	135	135	1	1468
18	7.325	270	270	1	797
19	1.848	315	45	0	2802
20	2.054	45	45	1	1093
21	1.9	180	225	0	1860
22	2.085	0	0	1	1313
23	1.944	135	135	1	1281
24	7.048	270	270	1	1161
