2022-04-26	13:06:12	0.317	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	315	315	1	6446
2	0.174	135	135	1	2563
3	0.32	270	45	0	2048
4	0.206	270	270	1	2328
5	0.27	225	225	1	2438
6	0.332	225	225	1	4627
7	0.397	135	90	0	1906
8	0.33	270	225	0	2176
9	0.281	270	45	0	2156
10	0.243	0	0	1	1906
11	0.27	135	135	1	1583
12	0.113	45	45	1	2328
13	0.303	180	0	0	2872
14	0.274	45	45	1	1797
15	0.295	225	180	0	1969
16	0.27	270	270	1	2329
17	0.288	90	90	1	2235
18	0.117	135	135	1	1406
19	0.31	45	90	0	1597
20	0.29	90	90	1	2282
21	0.305	180	135	0	1501
22	0.287	45	45	1	1532
23	0.3	270	270	1	3969
24	0.12	90	90	1	1364

2022-04-26	13:07:47	4.129	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	180	180	1	6516
2	9.524	270	270	1	2376
3	4.878	0	90	0	2922
4	6.143	0	0	1	2063
5	4.163	90	270	0	2640
6	6.013	45	45	1	3360
7	4.72	90	90	1	2001
8	3.812	45	45	1	3612
9	3.126	270	270	1	3503
10	2.587	270	135	0	3281
11	3.178	180	90	0	4860
12	14.249	135	135	1	1565
13	3.655	135	315	0	3427
14	4.236	135	135	1	3359
15	3.807	0	0	1	5237
16	3.438	0	180	0	3828
17	3.869	225	270	0	3627
18	16.169	270	270	1	1734
19	4.225	225	45	0	2687
20	4.676	180	135	0	1583
21	5.145	135	135	1	1280
22	4.79	90	90	1	1500
23	4.478	45	45	1	1686
24	15.723	90	90	1	1099
