2022-06-07	12:41:21	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	225	225	1	1922
2	0.174	180	180	1	1377
3	0.32	270	270	1	1360
4	0.469	180	180	1	1500
5	0.611	90	90	1	6688
6	0.611	315	315	1	2393
7	0.611	45	0	0	2968
8	0.611	135	135	1	1903
9	0.611	180	180	1	1724
10	0.611	225	225	1	1499
11	0.611	315	315	1	1640
12	0.233	180	180	1	1390
13	0.611	180	180	1	1550
14	0.611	0	0	1	1594
15	0.611	225	225	1	2252
16	0.611	90	90	1	1455
17	0.611	90	90	1	1578
18	0.233	0	0	1	1344
19	0.611	180	180	1	1359
20	0.611	45	0	0	1986
21	0.611	135	135	1	1797
22	0.611	180	180	1	1375
23	0.611	180	180	1	1063
24	0.233	180	180	1	1002

2022-06-07	12:42:38	1.164	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	270	270	1	1937
2	9.524	180	180	1	1469
3	4.878	135	135	1	1125
4	0.893	135	0	0	6628
5	1.942	225	225	1	5283
6	1.252	0	180	0	3142
7	1.874	225	225	1	6237
8	1.438	180	180	1	2547
9	1.15	180	180	1	10111
10	0.941	135	180	0	4984
11	1.169	135	90	0	5363
12	5.509	90	90	1	922
13	1.362	270	270	1	4532
14	1.195	45	45	1	4612
15	1.059	180	225	0	2594
16	1.217	0	270	0	5439
17	1.384	180	180	1	2925
18	4.92	135	135	1	1202
19	1.23	135	135	1	1765
20	1.128	270	225	0	5691
21	1.25	90	90	1	3108
22	1.158	180	45	0	2367
23	1.269	135	135	1	4376
24	4.637	180	180	1	1119
