2021-07-29	11:41:34	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	3	audFeedback
1	0.053	45	45	1	2060
2	0.174	225	225	1	1300
3	0.32	0	0	1	1230
4	0.469	0	0	1	920
5	0.611	315	315	1	1300
6	0.611	0	315	0	1180
7	0.59	315	315	1	2120
8	0.611	225	225	1	1140
9	0.611	135	135	1	1720
10	0.611	225	225	1	1400
11	0.611	225	225	1	1100
12	0.233	225	225	1	1100
13	0.611	135	135	1	1490
14	0.611	225	225	1	1210
15	0.611	90	90	1	1500
16	0.611	225	225	1	1170
17	0.611	180	180	1	1380
18	0.233	180	180	1	1140
19	0.611	225	225	1	1260
20	0.611	90	90	1	1276
21	0.611	0	0	1	1390
22	0.611	270	270	1	1640
23	0.611	135	135	1	1612
24	0.233	90	90	1	1090


2021-07-29	11:42:40	1.936	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	3	audFeedback
1	18.182	0	0	1	3639
2	9.524	0	0	1	1341
3	4.878	0	0	1	2660
4	0.893	135	0	0	1821
5	1.942	90	90	1	2810
6	1.252	90	135	0	1751
7	1.874	315	270	0	1530
8	2.601	270	270	1	1252
9	2.079	270	270	1	1991
10	1.721	180	135	0	1879
11	2.116	0	0	1	1720
12	7.076	315	315	1	1099
13	1.762	90	90	1	1531
14	1.551	90	180	0	1340
15	1.796	135	315	0	2319
16	2.054	270	270	1	1371
17	1.861	135	225	0	3222
18	8.071	315	315	1	1000
19	2.043	90	90	1	1579
20	1.879	135	315	0	2069
21	2.076	225	225	1	1240
22	1.926	180	0	0	1830
23	2.108	225	225	1	2051
24	7.623	135	135	1	1240
