2022-03-01	17:37:02	0.435	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	225	225	1	3282
2	0.174	270	270	1	2687
3	0.32	90	90	1	4235
4	0.469	135	315	0	5767
5	0.337	225	0	0	3330
6	0.258	270	270	1	2594
7	0.309	315	315	1	2531
8	0.358	315	315	1	4344
9	0.406	225	225	1	4627
10	0.456	270	270	1	3470
11	0.508	45	90	0	2671
12	0.172	270	270	1	4313
13	0.461	0	0	1	4359
14	0.501	180	180	1	5689
15	0.543	45	135	0	2768
16	0.495	0	45	0	2187
17	0.455	0	315	0	2204
18	0.161	135	135	1	2484
19	0.428	45	0	0	2909
20	0.398	225	45	0	2109
21	0.372	45	45	1	2515
22	0.391	180	180	1	2768
23	0.411	45	45	1	3142
24	0.164	45	45	1	2504

2022-03-01	17:38:53	8.138	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	135	135	1	3467
2	9.524	0	0	1	4685
3	4.878	90	315	0	9191
4	6.143	315	135	0	4721
5	9.423	270	270	1	5298
6	7.144	270	180	0	5345
7	9.461	225	225	1	5501
8	7.8	90	90	1	5735
9	6.586	180	315	0	5329
10	7.946	225	180	0	4814
11	9.411	0	0	1	3240
12	29.479	270	270	1	2924
13	8.073	315	0	0	5296
14	9.239	45	180	0	3502
15	10.481	315	270	0	3938
16	11.849	90	90	1	3736
17	10.829	270	270	1	4406
18	34.561	135	135	1	1627
19	9.764	0	315	0	4782
20	10.731	180	180	1	3500
21	9.998	135	135	1	5079
22	9.362	135	135	1	3532
23	8.787	225	225	1	4186
24	29.305	270	270	1	3423
