2022-08-11	10:50:42	0.541	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	0	0	1	2684
2	0.174	315	315	1	1906
3	0.32	0	0	1	1751
4	0.469	45	0	0	2452
5	0.337	225	225	1	2020
6	0.416	135	135	1	1918
7	0.496	270	90	0	2546
8	0.413	0	0	1	2532
9	0.469	180	180	1	1718
10	0.525	180	180	1	1955
11	0.584	180	180	1	2161
12	0.233	315	315	1	1845
13	0.611	270	315	0	2781
14	0.587	45	0	0	2281
15	0.533	180	180	1	2331
16	0.572	270	270	1	4366
17	0.611	315	315	1	2232
18	0.233	180	180	1	1896
19	0.611	270	270	1	2250
20	0.611	270	315	0	2377
21	0.611	45	270	0	2734
22	0.602	270	180	0	2782
23	0.566	90	180	0	2397
24	0.204	225	225	1	2046

2022-08-11	10:52:13	2.034	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	90	90	1	2166
2	9.524	135	135	1	1672
3	4.878	0	0	1	2739
4	0.893	135	0	0	3051
5	1.942	270	180	0	3763
6	3.165	135	135	1	1940
7	2.326	270	270	1	2125
8	1.796	315	315	1	2782
9	1.43	315	0	0	2937
10	1.821	90	90	1	3690
11	1.538	270	90	0	2078
12	7.19	45	45	1	1624
13	1.789	315	45	0	3130
14	2.099	315	315	1	3544
15	1.869	45	0	0	3941
16	2.14	0	0	1	2919
17	1.936	90	45	0	2099
18	8.399	180	180	1	2301
19	2.125	90	90	1	3015
20	1.955	315	0	0	3848
21	2.16	225	315	0	3184
22	2.377	90	90	1	3490
23	2.214	90	90	1	2442
24	7.997	180	180	1	1578
