2022-02-22	14:12:23	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	0.053	0	0	1	1844
2	0.174	270	270	1	1406
3	0.32	135	135	1	1360
4	0.469	180	180	1	2749
5	0.611	225	225	1	1908
6	0.611	225	225	1	1671
7	0.611	90	90	1	2016
8	0.611	270	270	1	1985
9	0.611	0	45	0	1406
10	0.611	135	135	1	1364
11	0.611	225	225	1	1531
12	0.233	225	225	1	1281
13	0.611	90	90	1	2390
14	0.611	90	90	1	1293
15	0.611	90	90	1	1187
16	0.611	225	225	1	1374
17	0.611	315	315	1	1375
18	0.233	135	135	1	1364
19	0.611	225	225	1	1468
20	0.611	0	45	0	1422
21	0.611	270	270	1	1563
22	0.611	315	315	1	1443
23	0.611	90	90	1	1531
24	0.233	270	270	1	1469

2022-02-22	14:13:26	0.9	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	0	audFeedback
1	18.182	180	180	1	1661
2	9.524	0	0	1	1032
3	4.878	270	270	1	1188
4	0.893	0	90	0	3271
5	1.942	90	90	1	1360
6	1.252	0	225	0	2796
7	1.874	90	270	0	2584
8	2.601	45	45	1	1437
9	2.079	225	225	1	2052
10	1.721	180	135	0	2750
11	2.116	135	135	1	1130
12	7.076	270	270	1	1031
13	1.762	135	135	1	1750
14	1.551	225	225	1	1688
15	1.377	90	90	1	2786
16	1.23	270	270	1	3281
17	1.105	315	315	1	2033
18	3.905	45	45	1	1187
19	0.97	180	180	1	4426
20	0.88	90	90	1	3112
21	0.799	0	225	0	3218
22	0.894	0	225	0	1468
23	0.99	225	225	1	2129
24	3.605	225	225	1	1340
