2022-11-27	08:53:39	0.611	1/arcmin	Acuity_LandoltC	69	cm	24	nTrials	0	visFeedback	1	audFeedback
1	0.053	270	270	1	2474
2	0.174	45	45	1	2569
3	0.32	180	180	1	2340
4	0.469	315	315	1	2710
5	0.611	0	0	1	7249
6	0.611	45	45	1	2160
7	0.611	270	45	0	10932
8	0.611	270	270	1	3485
9	0.611	315	315	1	1855
10	0.611	135	135	1	3715
11	0.611	45	45	1	4024
12	0.233	180	180	1	1533
13	0.611	225	225	1	3640
14	0.611	180	135	0	2130
15	0.611	45	45	1	5210
16	0.611	270	270	1	5491
17	0.611	180	180	1	4735
18	0.233	225	225	1	1537
19	0.611	45	45	1	3035
20	0.611	0	45	0	1335
21	0.611	225	225	1	1826
22	0.611	90	135	0	2381
23	0.611	180	135	0	1631
24	0.233	90	90	1	1421

2022-11-27	09:01:45	1.659	%contrastWeber	Contrast_LandoltC	69	cm	24	nTrials	0	visFeedback	1	audFeedback
1	18.182	315	315	1	3086
2	9.524	270	270	1	1719
3	4.878	315	315	1	1979
4	0.893	270	0	0	12172
5	1.942	315	315	1	2379
6	1.252	270	225	0	9620
7	1.874	135	135	1	6010
8	1.438	0	0	1	3675
9	1.15	180	315	0	6650
10	1.46	90	315	0	3509
11	1.801	90	225	0	4549
12	8.432	315	315	1	1653
13	2.102	0	0	1	2210
14	1.841	315	315	1	3389
15	1.636	270	270	1	4895
16	1.466	270	270	1	5399
17	1.325	90	45	0	8970
18	5.813	135	135	1	1760
19	1.458	90	315	0	3790
20	1.623	270	270	1	2011
21	1.499	0	225	0	6401
22	1.65	135	45	0	3420
23	1.808	45	45	1	6550
24	6.557	0	0	1	1381
