Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
12.558760299987625,None,return,892.9510190000001,12.558760299987625,None,22051,2023_Mar_22_1230,DSP_Resting_State,2021.1.3,61.54963515922483,
