Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,main_tasl_start,real_timestamp_main_task_start,Learning_instruction.started,Learning_instruction.stopped,Learning_3.started,Learning_3.stopped,Learning_2.started,Learning_2.stopped,Learning_1.started,Learning_1.stopped,learning_video_file,main_task_end,real_timestamp_main_task_end,main_task_duration,Done_text.started,Done_text.stopped,Done_resp.keys,Done_resp.rt,Done_resp.started,Done_resp.stopped,participant,group,date,expName,psychopyVersion,frameRate,
13.387098500039428,None,return,0.727154300082475,13.387098500039428,None,,,,,,,,,,,,,,,,,,,,,22008,alt,2022_Apr_21_1329,DSP_Encoding_Refresher,2021.1.3,60.02826138088946,
,,,,,,1650562199.0198772,2022-04-21-13:29:59.019877,14.12982469983399,17.130206799833104,17.113471999997273,18.11339189996943,18.11339189996943,19.11337019992061,19.11337019992061,20.12535610003397,./DSP_Videos/Learning/Learning_Alternate.mp4,1650562265.0173004,2022-04-21-13:31:05.017300,65.99742317199707,80.13029100000858,None,return,4.062601699959487,80.13029100000858,None,22008,alt,2022_Apr_21_1329,DSP_Encoding_Refresher,2021.1.3,60.02826138088946,
