Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
14.398550400044769,None,return,17.384966699872166,14.398550400044769,None,12007,2021_Oct_29_1111,DSP_Resting_State,2021.1.3,60.65826334535737,
