Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Ready_scanner_text.started,Ready_scanner_text.stopped,Ready_scanner_resp.keys,Ready_scanner_resp.rt,Ready_scanner_resp.started,Ready_scanner_resp.stopped,main_task_start,real_timestamp_main_task_start',participant,date,expName,psychopyVersion,frameRate,
14.111874000169337,None,return,161.95535239949822,14.111874000169337,None,,,,,,,,,21002,2021_Dec_10_1138,DSP_Resting_State,2021.1.3,59.87522003927543,
,,,,,,176.12310949992388,None,t,28.265599499456584,176.12310949992388,None,,,21002,2021_Dec_10_1138,DSP_Resting_State,2021.1.3,59.87522003927543,
,,,,,,,,,,,,1639154510.3989744,2021-12-10-11:41:50.398974,,,,,,
