Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,Ready_scanner_text.started,Ready_scanner_text.stopped,Ready_scanner_resp.keys,Ready_scanner_resp.rt,Ready_scanner_resp.started,Ready_scanner_resp.stopped,main_task_start,real_timestamp_main_task_start',Fixation_horz.started,Fixation_horz.stopped,Fixation_vert.started,Fixation_vert.stopped,Scan_done.keys,Scan_done.rt,Scan_done.started,Scan_done.stopped,main_task_end,real_timestamp_main_task_end,main_task_duration,Done_text.started,Done_text.stopped,Done_resp.keys,Done_resp.rt,Done_resp.started,Done_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
24.797329999972135,None,return,831.3602219000459,24.797329999972135,None,,,,,,,,,,,,,,,,,,,,,,,,,,21011,2022_Sep_01_0957,DSP_Resting_State,2021.1.3,59.96199611858226,
,,,,,,856.1830254998058,None,t,12.858270399738103,856.1830254998058,None,,,,,,,,,,,,,,,,,,,,21011,2022_Sep_01_0957,DSP_Resting_State,2021.1.3,59.96199611858226,
,,,,,,,,,,,,1662041526.2073374,2022-09-01-10:12:06.207337,869.0676883999258,None,869.0676883999258,None,return,541.6617641998455,869.0676883999258,None,,,,,,,,,,21011,2022_Sep_01_0957,DSP_Resting_State,2021.1.3,59.96199611858226,
,,,,,,,,,,,,,,,,,,,,,,1662042067.897509,2022-09-01-10:21:07.897509,541.6901717185974,1410.7527008000761,None,return,6.337160799652338,1410.7527008000761,None,21011,2022_Sep_01_0957,DSP_Resting_State,2021.1.3,59.96199611858226,
