Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,main_tasl_start,real_timestamp_main_task_start,Learning_instruction.started,Learning_instruction.stopped,Learning_3.started,Learning_3.stopped,Learning_2.started,Learning_2.stopped,Learning_1.started,Learning_1.stopped,learning_video_file,main_task_end,real_timestamp_main_task_end,main_task_duration,participant,group,date,expName,psychopyVersion,frameRate,
22.644532300066203,None,return,3.6841751999454573,22.644532300066203,None,,,,,,,,,,,,,,,12002,alt,2021_Jul_28_1709,DSP_Encoding_Refresher,2021.1.3,59.950672573920116,
,,,,,,1627506556.1324627,2021-07-28-17:09:16.132463,26.356712999986485,29.356813800055534,29.340064999996684,30.340222600032575,30.340222600032575,31.34021589998156,31.34021589998156,32.35149559995625,./DSP_Videos/Learning/Learning_Alternate.mp4,1627506622.1309664,2021-07-28-17:10:22.130966,65.99850368499756,,,,,,,
