trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Ready_experimenter_text.started,Ready_experimenter_text.stopped,Ready_experimenter_resp.keys,Ready_experimenter_resp.rt,Ready_experimenter_resp.started,Ready_experimenter_resp.stopped,main_task_start,real_timestamp_main_task_start,trial_1_start,real_timestamp_trial_1_start,trial_1_end,real_timestamp_trial_1_end,trial_1_duration,Learning_1_instruction.started,Learning_1_instruction.stopped,Learning_1_3.started,Learning_1_3.stopped,Learning_1_2.started,Learning_1_2.stopped,Learning_1_1.started,Learning_1_1.stopped,learning_1_video_file1,trial_2_5_start,real_timestamp_trial_2_5_start,trial_2_5_end,real_timestamp_trial_2_5_end,trial_2_5_duration,Learning_2_5_instruction.started,Learning_2_5_instruction.stopped,Learning_2_5_3.started,Learning_2_5_3.stopped,Learning_2_5_2.started,Learning_2_5_2.stopped,Learning_2_5_1.started,Learning_2_5_1.stopped,learning_2_5_video_file,main_task_end,real_timestamp_main_task_end,main_task_duration,Done_text.started,Done_text.stopped,Done_resp.keys,Done_resp.rt,Done_resp.started,Done_resp.stopped,participant,group,# of reps,date,expName,psychopyVersion,frameRate,
,,,,14.644317800004501,None,return,27.708025400002953,14.644317800004501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22051,alt,5,2023_Mar_22_1438,DSP_Behavioral_Only_Encoding,2021.1.3,59.995128396893314,
0,0,0,0,,,,,,,1679510331.9621296,2023-03-22-14:38:51.962130,1679510331.9621296,2023-03-22-14:38:51.962130,1679510397.960429,2023-03-22-14:39:57.960429,65.99829936027527,42.38082759999088,45.38081800000509,45.36435720001464,46.364363100001356,46.364363100001356,47.364255699998466,47.364255699998466,48.37746150000021,./DSP_Videos/Learning/Learning_Alternate.mp4,1679510397.960429,2023-03-22-14:39:57.960429,1679510463.9757545,2023-03-22-14:41:03.975754,66.01532554626465,108.4776608000102,111.48136689999956,111.46462199999951,112.46472429999267,112.46472429999267,113.46452219999628,113.46452219999628,114.46526190001168,./DSP_Videos/Learning/Learning_Alternate.mp4,,,,,,,,,,22051,alt,5,2023_Mar_22_1438,DSP_Behavioral_Only_Encoding,2021.1.3,59.995128396893314,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1679510463.9766948,2023-03-22-14:41:03.976695,1679510529.9770691,2023-03-22-14:42:09.977069,66.00037431716919,174.5197362000181,177.53195239999332,177.51516330000595,178.51525650001713,178.51525650001713,179.51512480000383,179.51512480000383,180.51566840001033,./DSP_Videos/Learning/Learning_Alternate.mp4,,,,,,,,,,22051,alt,5,2023_Mar_22_1438,DSP_Behavioral_Only_Encoding,2021.1.3,59.995128396893314,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,1679510529.9770691,2023-03-22-14:42:09.977069,1679510595.979022,2023-03-22-14:43:15.979022,66.00195288658142,240.5274963999982,243.5323076999921,243.51558320000186,244.51574880001135,244.51574880001135,245.51574599999003,245.51574599999003,246.51633069998934,./DSP_Videos/Learning/Learning_Alternate.mp4,,,,,,,,,,22051,alt,5,2023_Mar_22_1438,DSP_Behavioral_Only_Encoding,2021.1.3,59.995128396893314,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,1679510595.979022,2023-03-22-14:43:15.979022,1679510661.9797819,2023-03-22-14:44:21.979782,66.0007598400116,306.52310359998955,309.5329022000078,309.516283200006,310.5162271000154,310.5162271000154,311.51626550001674,311.51626550001674,312.5168337000068,./DSP_Videos/Learning/Learning_Alternate.mp4,,,,,,,,,,22051,alt,5,2023_Mar_22_1438,DSP_Behavioral_Only_Encoding,2021.1.3,59.995128396893314,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679510661.9797819,2023-03-22-14:44:21.979782,330.0176522731781,372.39933179999935,None,return,2.9511768000083975,372.39933179999935,None,22051,alt,5,2023_Mar_22_1438,DSP_Behavioral_Only_Encoding,2021.1.3,59.995128396893314,
